t_s,z_true_m,z_raw_tof,z_mov_avg_10,z_lp_iir_085,z_complementary_098,z_kf1_1state,z_kf1_2state,z_kf1_3state,z_kalman9D_fw
5.31,1.0,0.997874,1.00075,0.999872,0.999907,0.997514,0.998531,0.99896,1.000506
5.315,1.0,0.997874,1.00075,0.999872,0.999919,0.997514,0.998434,0.99887,1.000515
5.32,1.0,0.997197,1.00038,0.999471,0.999876,0.99733,0.99801,0.99839,1.000238
5.325,1.0,0.997197,1.00038,0.999471,0.999886,0.99733,0.997899,0.998284,1.000243
5.33,1.0,0.997197,1.00038,0.999471,0.999896,0.99733,0.997788,0.998175,1.000247
5.335,1.0,0.997197,1.00038,0.999471,0.999905,0.99733,0.997677,0.998065,1.000252
5.34,1.0,0.996154,0.99915,0.998973,0.99984,0.996648,0.997162,0.99751,0.999905
5.345,1.0,0.996154,0.99915,0.998973,0.999847,0.996648,0.997034,0.99738,0.999905
5.35,1.0,0.996154,0.99915,0.998973,0.999855,0.996648,0.996907,0.997249,0.999906
5.355,1.0,0.996154,0.99915,0.998973,0.999862,0.996648,0.996779,0.997114,0.999906
5.36,1.0,0.999087,0.998699,0.998991,0.999854,0.998063,0.997348,0.997497,0.999835
5.365,1.0,0.999087,0.998699,0.998991,0.99986,0.998063,0.997249,0.997377,0.999834
5.37,1.0,0.999087,0.998699,0.998991,0.999866,0.998063,0.99715,0.997255,0.999832
5.375,1.0,0.999087,0.998699,0.998991,0.999873,0.998063,0.997052,0.997132,0.999831
5.38,1.0,1.013639,0.999665,1.001188,1.000154,1.007094,1.001726,1.001098,1.001011
5.385,1.0,1.013639,0.999665,1.001188,1.000166,1.007094,1.001827,1.001116,1.001022
5.39,1.0,1.013639,0.999665,1.001188,1.000178,1.007094,1.001928,1.001134,1.001032
5.395,1.0,1.013639,0.999665,1.001188,1.00019,1.007094,1.002028,1.001153,1.001043
5.4,1.0,1.004138,1.000765,1.00163,1.00028,1.00538,1.002704,1.001902,1.001317
5.405,1.0,1.004138,1.000765,1.00163,1.000294,1.00538,1.002828,1.001947,1.00133
5.41,1.0,1.004138,1.000765,1.00163,1.000309,1.00538,1.002953,1.001993,1.001344
5.415,1.0,1.004138,1.000765,1.00163,1.000323,1.00538,1.003078,1.00204,1.001358
5.42,1.0,1.0,1.001084,1.001386,1.00033,1.002261,1.002286,1.001574,1.001254
5.425,1.0,1.0,1.001084,1.001386,1.000345,1.002261,1.002372,1.001605,1.001267
5.43,1.0,1.0,1.001084,1.001386,1.000359,1.002261,1.002459,1.001636,1.00128
5.435,1.0,1.0,1.001084,1.001386,1.000374,1.002261,1.002545,1.001667,1.001293
5.44,1.0,1.00581,1.001351,1.002049,1.000498,1.004319,1.003541,1.002711,1.001692
5.445,1.0,1.00581,1.001351,1.002049,1.000516,1.004319,1.003665,1.002779,1.00171
5.45,1.0,1.00581,1.001351,1.002049,1.000534,1.004319,1.00379,1.002849,1.001728
5.455,1.0,1.00581,1.001351,1.002049,1.000551,1.004319,1.003914,1.002919,1.001746
5.46,1.0,1.002338,1.000731,1.002093,1.000604,1.00317,1.003552,1.00283,1.001813
5.465,1.0,1.002338,1.000731,1.002093,1.000623,1.00317,1.003656,1.002898,1.001831
5.47,1.0,1.002338,1.000731,1.002093,1.00064,1.00317,1.00376,1.002966,1.001848
5.475,1.0,1.002338,1.000731,1.002093,1.000657,1.00317,1.003864,1.003035,1.001865
5.48,1.0,1.005392,1.002163,1.002588,1.000769,1.004459,1.004375,1.003668,1.002183
5.485,1.0,1.005392,1.002163,1.002588,1.000789,1.004459,1.004496,1.003759,1.002204
5.49,1.0,1.005392,1.002163,1.002588,1.000809,1.004459,1.004618,1.003851,1.002224
5.495,1.0,1.005392,1.002163,1.002588,1.000829,1.004459,1.004739,1.003945,1.002246
5.5,1.0,1.00144,1.00252,1.002416,1.000862,1.002708,1.003881,1.003401,1.002196
5.505,1.0,1.00144,1.00252,1.002416,1.000884,1.002708,1.003961,1.003474,1.002218
5.51,1.0,1.00144,1.00252,1.002416,1.000907,1.002708,1.004042,1.003549,1.00224
5.515,1.0,1.00144,1.00252,1.002416,1.00093,1.002708,1.004122,1.003625,1.002262
5.52,1.0,0.995975,1.002397,1.001449,1.000854,0.998804,1.001848,1.0018,1.001745
5.525,1.0,0.995975,1.002397,1.001449,1.000874,0.998804,1.00183,1.00181,1.001762
5.53,1.0,0.995975,1.002397,1.001449,1.000894,0.998804,1.001812,1.00182,1.001778
5.535,1.0,0.995975,1.002397,1.001449,1.000914,0.998804,1.001794,1.00183,1.001794
5.54,1.0,1.003707,1.003153,1.001788,1.00099,1.001647,1.002328,1.002299,1.001973
5.545,1.0,1.003707,1.003153,1.001788,1.001011,1.001647,1.002333,1.002326,1.001991
5.55,1.0,1.003707,1.003153,1.001788,1.001032,1.001647,1.002338,1.002352,1.002009
5.555,1.0,1.003707,1.003153,1.001788,1.001054,1.001647,1.002343,1.002378,1.002027
5.56,1.0,1.000163,1.00326,1.001544,1.001058,1.000787,1.001723,1.001853,1.001885
5.565,1.0,1.000163,1.00326,1.001544,1.00108,1.000787,1.001702,1.00186,1.001902
5.57,1.0,1.000163,1.00326,1.001544,1.001103,1.000787,1.001681,1.001867,1.001919
5.575,1.0,1.000163,1.00326,1.001544,1.001125,1.000787,1.00166,1.001874,1.001937
5.58,1.0,0.999127,1.001809,1.001182,1.001107,0.999824,1.00092,1.001203,1.001713
5.585,1.0,0.999127,1.001809,1.001182,1.001127,0.999824,1.000869,1.001185,1.001727
5.59,1.0,0.999127,1.001809,1.001182,1.001148,0.999824,1.000818,1.001167,1.001741
5.595,1.0,0.999127,1.001809,1.001182,1.001169,0.999824,1.000766,1.001149,1.001755
5.6,1.0,1.001484,1.001544,1.001227,1.001195,1.000787,1.000935,1.001217,1.001745
5.605,1.0,1.001484,1.001544,1.001227,1.001216,1.000787,1.000893,1.0012,1.001759
5.61,1.0,1.001484,1.001544,1.001227,1.001236,1.000787,1.000851,1.001183,1.001773
5.615,1.0,1.001484,1.001544,1.001227,1.001257,1.000787,1.000809,1.001166,1.001786
5.62,1.0,1.005577,1.002101,1.00188,1.001363,1.003564,1.002143,1.002238,1.002123
5.625,1.0,1.005577,1.002101,1.00188,1.001386,1.003564,1.002159,1.002258,1.00214
5.63,1.0,1.005577,1.002101,1.00188,1.001408,1.003564,1.002174,1.002278,1.002157
5.635,1.0,1.005577,1.002101,1.00188,1.001431,1.003564,1.00219,1.002299,1.002175
5.64,1.0,1.00278,1.001798,1.002015,1.001481,1.00311,1.00237,1.002433,1.002243
5.645,1.0,1.00278,1.001798,1.002015,1.001504,1.00311,1.002392,1.002457,1.00226
5.65,1.0,1.00278,1.001798,1.002015,1.001527,1.00311,1.002414,1.002482,1.002278
5.655,1.0,1.00278,1.001798,1.002015,1.00155,1.00311,1.002437,1.002508,1.002296
5.66,1.0,0.998916,1.001456,1.00155,1.001521,1.000678,1.001445,1.001643,1.002023
5.665,1.0,0.998916,1.001456,1.00155,1.001543,1.000678,1.001425,1.001637,1.002038
5.67,1.0,0.998916,1.001456,1.00155,1.001566,1.000678,1.001406,1.001631,1.002053
5.675,1.0,0.998916,1.001456,1.00155,1.001588,1.000678,1.001386,1.001624,1.002068
5.68,1.0,0.99903,1.00082,1.001172,1.001558,0.999723,1.000697,1.000981,1.001822
5.685,1.0,0.99903,1.00082,1.001172,1.00158,0.999723,1.00065,1.000951,1.001834
5.69,1.0,0.99903,1.00082,1.001172,1.001601,0.999723,1.000602,1.00092,1.001846
5.695,1.0,0.99903,1.00082,1.001172,1.001622,0.999723,1.000554,1.000889,1.001858
5.7,1.0,0.990733,0.999749,0.999606,1.001425,0.99451,0.99771,0.998366,1.000917
5.705,1.0,0.990733,0.999749,0.999606,1.001439,0.99451,0.997545,0.998245,1.000918
5.71,1.0,0.990733,0.999749,0.999606,1.001454,0.99451,0.997381,0.998122,1.000918
5.715,1.0,0.990733,0.999749,0.999606,1.001469,0.99451,0.997216,0.997997,1.000918
5.72,1.0,0.995536,0.999705,0.998996,1.001365,0.995105,0.996618,0.997296,1.000458
5.725,1.0,0.995536,0.999705,0.998996,1.001377,0.995105,0.996435,0.997147,1.000454
5.73,1.0,0.995536,0.999705,0.998996,1.001388,0.995105,0.996252,0.996995,1.000449
5.735,1.0,0.995536,0.999705,0.998996,1.001399,0.995105,0.996069,0.99684,1.000443
5.74,1.0,0.999254,0.99926,0.999034,1.001367,0.99751,0.99685,0.997316,1.000336
5.745,1.0,0.999254,0.99926,0.999034,1.001376,0.99751,0.996707,0.99718,1.000329
5.75,1.0,0.999254,0.99926,0.999034,1.001385,0.99751,0.996565,0.997041,1.000322
5.755,1.0,0.999254,0.99926,0.999034,1.001393,0.99751,0.996422,0.996901,1.000313
5.76,1.0,1.007745,1.000018,1.000341,1.001529,1.003444,0.99956,0.999461,1.000942
5.765,1.0,1.007745,1.000018,1.000341,1.00154,1.003444,0.999554,0.999413,1.000941
5.77,1.0,1.007745,1.000018,1.000341,1.001552,1.003444,0.999549,0.999364,1.00094
5.775,1.0,1.007745,1.000018,1.000341,1.001563,1.003444,0.999543,0.999314,1.000938
5.78,1.0,1.00798,1.000904,1.001487,1.001701,1.006074,1.001953,1.001409,1.001539
5.785,1.0,1.00798,1.000904,1.001487,1.001714,1.006074,1.002048,1.001434,1.001543
5.79,1.0,1.00798,1.000904,1.001487,1.001728,1.006074,1.002144,1.00146,1.001547
5.795,1.0,1.00798,1.000904,1.001487,1.001741,1.006074,1.002239,1.001487,1.001551
5.8,1.0,1.000906,1.000846,1.0014,1.001737,1.003078,1.001926,1.001365,1.0015
5.805,1.0,1.000906,1.000846,1.0014,1.001752,1.003078,1.002004,1.001388,1.001505
5.81,1.0,1.000906,1.000846,1.0014,1.001766,1.003078,1.002082,1.001412,1.00151
5.815,1.0,1.000906,1.000846,1.0014,1.001779,1.003078,1.002161,1.001436,1.001514
5.82,1.0,0.996317,0.99992,1.000637,1.001683,0.999158,1.000545,1.000195,1.001073
5.825,1.0,0.996317,0.99992,1.000637,1.001693,0.999158,1.000552,1.000176,1.001072
5.83,1.0,0.996317,0.99992,1.000637,1.001703,0.999158,1.00056,1.000156,1.00107
5.835,1.0,0.996317,0.99992,1.000637,1.001713,0.999158,1.000567,1.000136,1.001069
5.84,1.0,1.006817,1.000323,1.001564,1.001824,1.003599,1.002361,1.001765,1.001559
5.845,1.0,1.006817,1.000323,1.001564,1.001837,1.003599,1.002443,1.001804,1.001562
5.85,1.0,1.006817,1.000323,1.001564,1.001848,1.003599,1.002525,1.001843,1.001566
5.855,1.0,1.006817,1.000323,1.001564,1.00186,1.003599,1.002607,1.001883,1.001569
5.86,1.0,1.006337,1.001066,1.00228,1.001962,1.005186,1.003733,1.00301,1.00198
5.865,1.0,1.006337,1.001066,1.00228,1.001976,1.005186,1.003858,1.003091,1.001988
5.87,1.0,1.006337,1.001066,1.00228,1.001991,1.005186,1.003984,1.003172,1.001997
5.875,1.0,1.006337,1.001066,1.00228,1.002005,1.005186,1.00411,1.003256,1.002005
5.88,1.0,0.999038,1.001066,1.001794,1.00196,1.001621,1.002748,1.002282,1.001758
5.885,1.0,0.999038,1.001066,1.001794,1.001972,1.001621,1.002812,1.00233,1.001764
5.89,1.0,0.999038,1.001066,1.001794,1.001985,1.001621,1.002876,1.00238,1.001768
5.895,1.0,0.999038,1.001066,1.001794,1.001996,1.001621,1.002939,1.00243,1.001772
5.9,1.0,0.999709,1.001964,1.001481,1.001961,1.000513,1.00206,1.001799,1.001599
5.905,1.0,0.999709,1.001964,1.001481,1.001971,1.000513,1.002085,1.001827,1.001601
5.91,1.0,0.999709,1.001964,1.001481,1.00198,1.000513,1.002109,1.001855,1.001602
5.915,1.0,0.999709,1.001964,1.001481,1.001989,1.000513,1.002133,1.001883,1.001602
5.92,1.0,0.998759,1.002286,1.001073,1.001932,0.999496,1.001185,1.001137,1.001359
5.925,1.0,0.998759,1.002286,1.001073,1.001939,0.999496,1.001169,1.001139,1.001356
5.93,1.0,0.998759,1.002286,1.001073,1.001947,0.999496,1.001152,1.001141,1.001354
5.935,1.0,0.998759,1.002286,1.001073,1.001954,0.999496,1.001136,1.001143,1.001352
5.94,1.0,0.99316,1.001677,0.999886,1.001786,0.995822,0.998842,0.99918,1.000649
5.945,1.0,0.99316,1.001677,0.999886,1.00179,0.995822,0.998731,0.999112,1.00064
5.95,1.0,0.99316,1.001677,0.999886,1.001794,0.995822,0.998619,0.999044,1.000631
5.955,1.0,0.99316,1.001677,0.999886,1.001798,0.995822,0.998508,0.998974,1.000622
5.96,1.0,0.996602,1.000563,0.999393,1.001698,0.996274,0.997883,0.998337,1.00027
5.965,1.0,0.996602,1.000563,0.999393,1.001701,0.996274,0.99775,0.998245,1.000257
5.97,1.0,0.996602,1.000563,0.999393,1.001703,0.996274,0.997617,0.998151,1.000245
5.975,1.0,0.996602,1.000563,0.999393,1.001706,0.996274,0.997484,0.998056,1.000233
5.98,1.0,1.006346,1.000399,1.000436,1.001802,1.002114,0.999925,1.000023,1.000746
5.985,1.0,1.006346,1.000399,1.000436,1.001808,1.002114,0.999899,0.999999,1.000741
5.99,1.0,1.006346,1.000399,1.000436,1.001813,1.002114,0.999874,0.999974,1.000736
5.995,1.0,1.006346,1.000399,1.000436,1.001819,1.002114,0.999848,0.99995,1.000731
6.0,1.0,0.98884,0.999192,0.998697,1.001565,0.994418,0.996681,0.997197,0.999709
6.005,1.0,0.98884,0.999192,0.998697,1.001564,0.994418,0.996524,0.997075,0.999692
6.01,1.0,0.98884,0.999192,0.998697,1.001564,0.994418,0.996367,0.996951,0.999676
6.015,1.0,0.98884,0.999192,0.998697,1.001564,0.994418,0.996211,0.996825,0.99966
6.02,1.0,1.007918,1.000353,1.00008,1.001691,1.002245,0.999448,0.999459,1.000352
6.025,1.0,1.007918,1.000353,1.00008,1.001695,1.002245,0.999433,0.999428,1.000345
6.03,1.0,1.007918,1.000353,1.00008,1.001698,1.002245,0.999418,0.999396,1.000337
6.035,1.0,1.007918,1.000353,1.00008,1.001701,1.002245,0.999404,0.999364,1.000329
6.04,1.0,0.997205,0.999391,0.999649,1.001614,0.999323,0.998764,0.998809,1.000055
6.045,1.0,0.997205,0.999391,0.999649,1.001614,0.999323,0.998723,0.998759,1.000043
6.05,1.0,0.997205,0.999391,0.999649,1.001613,0.999323,0.998682,0.998707,1.000031
6.055,1.0,0.997205,0.999391,0.999649,1.001611,0.999323,0.998641,0.998656,1.000018
6.06,1.0,0.994511,0.998209,0.998878,1.001468,0.996533,0.99743,0.997596,0.999535
6.065,1.0,0.994511,0.998209,0.998878,1.001464,0.996533,0.99734,0.997508,0.999516
6.07,1.0,0.994511,0.998209,0.998878,1.001458,0.996533,0.99725,0.997419,0.999498
6.075,1.0,0.994511,0.998209,0.998878,1.001453,0.996533,0.99716,0.997328,0.999479
6.08,1.0,1.002454,0.99855,0.999414,1.001468,0.999966,0.998611,0.99852,0.999717
6.085,1.0,1.002454,0.99855,0.999414,1.001464,0.999966,0.998585,0.998473,0.999701
6.09,1.0,1.002454,0.99855,0.999414,1.001459,0.999966,0.99856,0.998425,0.999685
6.095,1.0,1.002454,0.99855,0.999414,1.001453,0.999966,0.998534,0.998377,0.999669
6.1,1.0,0.999713,0.998551,0.999459,1.001413,0.999819,0.998853,0.99867,0.999657
6.105,1.0,0.999713,0.998551,0.999459,1.001408,0.999819,0.998842,0.998633,0.999641
6.11,1.0,0.999713,0.998551,0.999459,1.001401,0.999819,0.998831,0.998596,0.999625
6.115,1.0,0.999713,0.998551,0.999459,1.001394,0.999819,0.99882,0.99856,0.999607
6.12,1.0,1.010864,0.999761,1.00117,1.001577,1.006223,1.002257,1.001559,1.000555
6.125,1.0,1.010864,0.999761,1.00117,1.001574,1.006223,1.00239,1.00163,1.000549
6.13,1.0,1.010864,0.999761,1.00117,1.001572,1.006223,1.002523,1.001702,1.000542
6.135,1.0,1.010864,0.999761,1.00117,1.00157,1.006223,1.002656,1.001776,1.000535
6.14,1.0,1.004364,1.000882,1.001649,1.001623,1.005145,1.00324,1.002469,1.000857
6.145,1.0,1.004364,1.000882,1.001649,1.001621,1.005145,1.003391,1.002568,1.000854
6.15,1.0,1.004364,1.000882,1.001649,1.001621,1.005145,1.003543,1.002668,1.000851
6.155,1.0,1.004364,1.000882,1.001649,1.00162,1.005145,1.003695,1.002771,1.000848
6.16,1.0,0.996379,1.000859,1.000859,1.001515,1.000063,1.00171,1.001277,1.000464
6.165,1.0,0.996379,1.000859,1.000859,1.001512,1.000063,1.001773,1.001326,1.000457
6.17,1.0,0.996379,1.000859,1.000859,1.001509,1.000063,1.001835,1.001377,1.000451
6.175,1.0,0.996379,1.000859,1.000859,1.001506,1.000063,1.001898,1.001428,1.000444
6.18,1.0,1.00469,1.000694,1.001433,1.001565,1.002746,1.002741,1.00227,1.000801
6.185,1.0,1.00469,1.000694,1.001433,1.001562,1.002746,1.002836,1.002352,1.000797
6.19,1.0,1.00469,1.000694,1.001433,1.00156,1.002746,1.002931,1.002434,1.000793
6.195,1.0,1.00469,1.000694,1.001433,1.001557,1.002746,1.003027,1.002519,1.000789
6.2,1.0,0.994262,1.001236,1.000358,1.001408,0.997827,1.000587,1.000552,1.000227
6.205,1.0,0.994262,1.001236,1.000358,1.001402,0.997827,1.000576,1.000566,1.000218
6.21,1.0,0.994262,1.001236,1.000358,1.001397,0.997827,1.000565,1.00058,1.000208
6.215,1.0,0.994262,1.001236,1.000358,1.001391,0.997827,1.000555,1.000595,1.000199
6.22,1.0,1.006268,1.001071,1.001244,1.001485,1.002721,1.002181,1.002002,1.00071
6.225,1.0,1.006268,1.001071,1.001244,1.001483,1.002721,1.002239,1.002067,1.000708
6.23,1.0,1.006268,1.001071,1.001244,1.00148,1.002721,1.002297,1.002133,1.000705
6.235,1.0,1.006268,1.001071,1.001244,1.001478,1.002721,1.002354,1.002199,1.000703
6.24,1.0,0.997806,1.001131,1.000728,1.001402,0.999871,1.001094,1.00117,1.000453
6.245,1.0,0.997806,1.001131,1.000728,1.001398,0.999871,1.001097,1.0012,1.000447
6.25,1.0,0.997806,1.001131,1.000728,1.001394,0.999871,1.0011,1.00123,1.000442
6.255,1.0,0.997806,1.001131,1.000728,1.001391,0.999871,1.001102,1.001261,1.000437
6.26,1.0,0.99155,1.000835,0.999352,1.001191,0.995047,0.998371,0.998895,0.999673
6.265,1.0,0.99155,1.000835,0.999352,1.001183,0.995047,0.99826,0.998842,0.99966
6.27,1.0,0.99155,1.000835,0.999352,1.001176,0.995047,0.998148,0.998787,0.999647
6.275,1.0,0.99155,1.000835,0.999352,1.001167,0.995047,0.998036,0.998732,0.999634
6.28,1.0,0.998762,1.000466,0.999263,1.001112,0.997201,0.998164,0.998697,0.999548
6.285,1.0,0.998762,1.000466,0.999263,1.001103,0.997201,0.998063,0.998641,0.999535
6.29,1.0,0.998762,1.000466,0.999263,1.001094,0.997201,0.997961,0.998584,0.999521
6.295,1.0,0.998762,1.000466,0.999263,1.001084,0.997201,0.99786,0.998526,0.999507
6.3,1.0,1.00135,1.00063,0.999576,1.001081,0.999607,0.998786,0.999177,0.999652
6.305,1.0,1.00135,1.00063,0.999576,1.001072,0.999607,0.998727,0.999142,0.99964
6.31,1.0,1.00135,1.00063,0.999576,1.001063,0.999607,0.998669,0.999107,0.999628
6.315,1.0,1.00135,1.00063,0.999576,1.001055,0.999607,0.99861,0.999071,0.999617
6.32,1.0,1.004515,0.999995,1.000317,1.001116,1.002453,1.000258,1.000384,1.000026
6.325,1.0,1.004515,0.999995,1.000317,1.001109,1.002453,1.00027,1.000395,1.00002
6.33,1.0,1.004515,0.999995,1.000317,1.001103,1.002453,1.000283,1.000407,1.000013
6.335,1.0,1.004515,0.999995,1.000317,1.001097,1.002453,1.000295,1.000418,1.000007
6.34,1.0,0.996535,0.999212,0.99975,1.000999,0.999022,0.999229,0.999472,0.999704
6.345,1.0,0.996535,0.999212,0.99975,1.000992,0.999022,0.999196,0.99945,0.999695
6.35,1.0,0.996535,0.999212,0.99975,1.000983,0.999022,0.999164,0.999429,0.999686
6.355,1.0,0.996535,0.999212,0.99975,1.000976,0.999022,0.999131,0.999406,0.999677
6.36,1.0,0.994069,0.998981,0.998898,1.000831,0.99615,0.99766,0.998076,0.99919
6.365,1.0,0.994069,0.998981,0.998898,1.000821,0.99615,0.997567,0.998007,0.999177
6.37,1.0,0.994069,0.998981,0.998898,1.000812,0.99615,0.997475,0.997937,0.999164
6.375,1.0,0.994069,0.998981,0.998898,1.000803,0.99615,0.997382,0.997866,0.999152
6.38,1.0,0.997988,0.998311,0.998761,1.000737,0.997216,0.997489,0.997841,0.999041
6.385,1.0,0.997988,0.998311,0.998761,1.000726,0.997216,0.997405,0.99777,0.999028
6.39,1.0,0.997988,0.998311,0.998761,1.000716,0.997216,0.997321,0.997698,0.999014
6.395,1.0,0.997988,0.998311,0.998761,1.000705,0.997216,0.997237,0.997624,0.999001
6.4,1.0,0.998962,0.998781,0.998791,1.00066,0.998228,0.99767,0.997897,0.998985
6.405,1.0,0.998962,0.998781,0.998791,1.000648,0.998228,0.997608,0.997834,0.998972
6.41,1.0,0.998962,0.998781,0.998791,1.000636,0.998228,0.997545,0.99777,0.998958
6.415,1.0,0.998962,0.998781,0.998791,1.000623,0.998228,0.997483,0.997706,0.998943
6.42,1.0,0.991397,0.997294,0.997682,1.000425,0.994268,0.995697,0.996104,0.998284
6.425,1.0,0.991397,0.997294,0.997682,1.000406,0.994268,0.995562,0.995984,0.998261
6.43,1.0,0.991397,0.997294,0.997682,1.000388,0.994268,0.995428,0.995861,0.998238
6.435,1.0,0.991397,0.997294,0.997682,1.000369,0.994268,0.995293,0.995737,0.998215
6.44,1.0,0.99491,0.997004,0.997266,1.000242,0.99464,0.995087,0.995439,0.997911
6.445,1.0,0.99491,0.997004,0.997266,1.00022,0.99464,0.99495,0.995306,0.997884
6.45,1.0,0.99491,0.997004,0.997266,1.000197,0.99464,0.994812,0.995171,0.997856
6.455,1.0,0.99491,0.997004,0.997266,1.000174,0.99464,0.994675,0.995034,0.997828
6.46,1.0,0.992977,0.997147,0.996623,1.000007,0.993676,0.994091,0.994423,0.997387
6.465,1.0,0.992977,0.997147,0.996623,0.999981,0.993676,0.993935,0.994266,0.997355
6.47,1.0,0.992977,0.997147,0.996623,0.999954,0.993676,0.993779,0.994107,0.997322
6.475,1.0,0.992977,0.997147,0.996623,0.999928,0.993676,0.993622,0.993946,0.99729
6.48,1.0,1.000967,0.997367,0.997275,0.999923,0.997903,0.995612,0.99555,0.997575
6.485,1.0,1.000967,0.997367,0.997275,0.999897,0.997903,0.995545,0.995448,0.997546
6.49,1.0,1.000967,0.997367,0.997275,0.999871,0.997903,0.995479,0.995345,0.997516
6.495,1.0,1.000967,0.997367,0.997275,0.999844,0.997903,0.995412,0.99524,0.997487
6.5,1.0,0.994655,0.996698,0.996882,0.999715,0.99602,0.995148,0.995017,0.997218
6.505,1.0,0.994655,0.996698,0.996882,0.999686,0.99602,0.995073,0.994907,0.997186
6.51,1.0,0.994655,0.996698,0.996882,0.999658,0.99602,0.994999,0.994795,0.997154
6.515,1.0,0.994655,0.996698,0.996882,0.99963,0.99602,0.994924,0.994682,0.997123
6.52,1.0,1.007352,0.996981,0.998452,0.999757,1.00259,0.998426,0.997714,0.997969
6.525,1.0,1.007352,0.996981,0.998452,0.999733,1.00259,0.998501,0.997711,0.997948
6.53,1.0,1.007352,0.996981,0.998452,0.999707,1.00259,0.998575,0.997708,0.997926
6.535,1.0,1.007352,0.996981,0.998452,0.999682,1.00259,0.99865,0.997706,0.997903
6.54,1.0,0.995588,0.996887,0.998023,0.999576,0.998531,0.997827,0.997184,0.997685
6.545,1.0,0.995588,0.996887,0.998023,0.999549,0.998531,0.997864,0.997165,0.997661
6.55,1.0,0.995588,0.996887,0.998023,0.999522,0.998531,0.997902,0.997147,0.997636
6.555,1.0,0.995588,0.996887,0.998023,0.999496,0.998531,0.997939,0.997128,0.997612
6.56,1.0,1.003752,0.997855,0.998882,0.999555,1.001558,0.999628,0.998745,0.998116
6.565,1.0,1.003752,0.997855,0.998882,0.999531,1.001558,0.999734,0.998785,0.998098
6.57,1.0,1.003752,0.997855,0.998882,0.999508,1.001558,0.99984,0.998827,0.99808
6.575,1.0,1.003752,0.997855,0.998882,0.999483,1.001558,0.999947,0.99887,0.998063
6.58,1.0,1.000109,0.998067,0.999066,0.999473,1.000718,1.000069,0.999209,0.998222
6.585,1.0,1.000109,0.998067,0.999066,0.99945,1.000718,1.000176,0.999265,0.998207
6.59,1.0,1.000109,0.998067,0.999066,0.999428,1.000718,1.000282,0.999322,0.998192
6.595,1.0,1.000109,0.998067,0.999066,0.999406,1.000718,1.000389,0.999381,0.998178
6.6,1.0,0.997969,0.997968,0.998902,0.999356,0.999124,0.999773,0.99908,0.998148
6.605,1.0,0.997969,0.997968,0.998902,0.999333,0.999124,0.99985,0.999129,0.998133
6.61,1.0,0.997969,0.997968,0.998902,0.999309,0.999124,0.999926,0.999179,0.998119
6.615,1.0,0.997969,0.997968,0.998902,0.999285,0.999124,1.000003,0.999231,0.998103
6.62,1.0,0.999611,0.998789,0.999008,0.999268,0.999406,0.999945,0.999364,0.998218
6.625,1.0,0.999611,0.998789,0.999008,0.999244,0.999406,1.000016,0.999421,0.998204
6.63,1.0,0.999611,0.998789,0.999008,0.999221,0.999406,1.000087,0.99948,0.99819
6.635,1.0,0.999611,0.998789,0.999008,0.999198,0.999406,1.000158,0.999539,0.998177
6.64,1.0,0.999277,0.999226,0.999048,0.999177,0.999331,0.999957,0.999521,0.998258
6.645,1.0,0.999277,0.999226,0.999048,0.999153,0.999331,1.000017,0.99958,0.998246
6.65,1.0,0.999277,0.999226,0.999048,0.99913,0.999331,1.000076,0.999641,0.998234
6.655,1.0,0.999277,0.999226,0.999048,0.999106,0.999331,1.000136,0.999703,0.998221
6.66,1.0,0.996809,0.999609,0.998712,0.999037,0.997869,0.999227,0.999039,0.998088
6.665,1.0,0.996809,0.999609,0.998712,0.999011,0.997869,0.999246,0.999077,0.998073
6.67,1.0,0.996809,0.999609,0.998712,0.998985,0.997869,0.999265,0.999117,0.998058
6.675,1.0,0.996809,0.999609,0.998712,0.998958,0.997869,0.999284,0.999157,0.998042
6.68,1.0,1.004351,0.999947,0.999558,0.999038,1.001627,1.000747,1.000466,0.998566
6.685,1.0,1.004351,0.999947,0.999558,0.999013,1.001627,1.000827,1.000553,0.998555
6.69,1.0,1.004351,0.999947,0.999558,0.998987,1.001627,1.000906,1.000642,0.998543
6.695,1.0,1.004351,0.999947,0.999558,0.998961,1.001627,1.000986,1.000732,0.998531
6.7,1.0,0.997026,1.000184,0.999178,0.998897,0.998959,0.999909,0.999889,0.998391
6.705,1.0,0.997026,1.000184,0.999178,0.99887,0.998959,0.999941,0.999949,0.998378
6.71,1.0,0.997026,1.000184,0.999178,0.998842,0.998959,0.999972,1.000011,0.998364
6.715,1.0,0.997026,1.000184,0.999178,0.998815,0.998959,1.000003,1.000073,0.99835
6.72,1.0,0.999773,0.999426,0.999267,0.998807,0.999431,0.999959,1.000047,0.998459
6.725,1.0,0.999773,0.999426,0.999267,0.998779,0.999431,0.999988,1.000108,0.998445
6.73,1.0,0.999773,0.999426,0.999267,0.998752,0.999431,1.000016,1.00017,0.998433
6.735,1.0,0.999773,0.999426,0.999267,0.998726,0.999431,1.000044,1.000233,0.99842
6.74,1.0,1.004942,1.000362,1.000119,0.998824,1.002626,1.001465,1.00144,0.998967
6.745,1.0,1.004942,1.000362,1.000119,0.9988,1.002626,1.001551,1.001546,0.998961
6.75,1.0,1.004942,1.000362,1.000119,0.998776,1.002626,1.001638,1.001653,0.998955
6.755,1.0,1.004942,1.000362,1.000119,0.998752,1.002626,1.001724,1.001762,0.998948
