t_s,z_true_m,z_raw_tof,z_mov_avg_10,z_lp_iir_085,z_complementary_098,z_kf1_1state,z_kf1_2state,z_kf1_3state,z_kalman9D_fw
11.075,1.0,1.009402,1.001928,1.001936,1.001104,1.00496,1.002431,1.0026,1.001505
11.08,1.0,0.995401,1.001268,1.000956,1.000988,0.999418,1.000446,1.000849,1.00099
11.085,1.0,0.995401,1.001268,1.000956,1.000984,0.999418,1.000399,1.000812,1.000993
11.09,1.0,0.995401,1.001268,1.000956,1.000979,0.999418,1.000352,1.000775,1.000995
11.095,1.0,0.995401,1.001268,1.000956,1.000975,0.999418,1.000305,1.000736,1.000997
11.1,1.0,1.000839,1.000879,1.000938,1.000969,1.000242,1.000424,1.000732,1.000986
11.105,1.0,1.000839,1.000879,1.000938,1.000964,1.000242,1.000383,1.000692,1.000989
11.11,1.0,1.000839,1.000879,1.000938,1.00096,1.000242,1.000343,1.000652,1.000991
11.115,1.0,1.000839,1.000879,1.000938,1.000955,1.000242,1.000303,1.000611,1.000992
11.12,1.0,0.999181,1.000709,1.000675,1.000915,0.999627,0.999953,1.000227,1.000839
11.125,1.0,0.999181,1.000709,1.000675,1.00091,0.999627,0.9999,1.000172,1.000839
11.13,1.0,0.999181,1.000709,1.000675,1.000905,0.999627,0.999846,1.000116,1.00084
11.135,1.0,0.999181,1.000709,1.000675,1.0009,0.999627,0.999793,1.000058,1.000841
11.14,1.0,0.999598,1.000472,1.000513,1.000869,0.99961,0.999699,0.999901,1.000735
11.145,1.0,0.999598,1.000472,1.000513,1.000862,0.99961,0.999644,0.999838,1.000734
11.15,1.0,0.999598,1.000472,1.000513,1.000855,0.99961,0.999589,0.999773,1.000732
11.155,1.0,0.999598,1.000472,1.000513,1.000849,0.99961,0.999534,0.999707,1.000731
11.16,1.0,1.008319,1.001154,1.001684,1.000992,1.004659,1.002008,1.001776,1.001379
11.165,1.0,1.008319,1.001154,1.001684,1.00099,1.004659,1.002059,1.001784,1.001385
11.17,1.0,1.008319,1.001154,1.001684,1.000987,1.004659,1.00211,1.001791,1.001391
11.175,1.0,1.008319,1.001154,1.001684,1.000984,1.004659,1.00216,1.001799,1.001397
11.18,1.0,0.994843,1.000613,1.000658,1.000859,0.998968,1.000103,1.000094,1.000842
11.185,1.0,0.994843,1.000613,1.000658,1.000855,0.998968,1.000066,1.000041,1.000842
11.19,1.0,0.994843,1.000613,1.000658,1.00085,0.998968,1.000028,0.999987,1.000843
11.195,1.0,0.994843,1.000613,1.000658,1.000846,0.998968,0.999991,0.999932,1.000844
11.2,1.0,1.003663,1.000521,1.001109,1.000898,1.00169,1.001015,1.000808,1.001086
11.205,1.0,1.003663,1.000521,1.001109,1.000894,1.00169,1.001022,1.000784,1.00109
11.21,1.0,1.003663,1.000521,1.001109,1.000892,1.00169,1.001029,1.00076,1.001094
11.215,1.0,1.003663,1.000521,1.001109,1.000888,1.00169,1.001036,1.000735,1.001097
11.22,1.0,0.99953,1.001009,1.000872,1.000857,1.000438,1.00061,1.00042,1.000966
11.225,1.0,0.99953,1.001009,1.000872,1.000852,1.000438,1.000599,1.000384,1.000967
11.23,1.0,0.99953,1.001009,1.000872,1.000848,1.000438,1.000588,1.000347,1.000968
11.235,1.0,0.99953,1.001009,1.000872,1.000843,1.000438,1.000576,1.00031,1.000969
11.24,1.0,1.002048,1.001282,1.001048,1.000862,1.001371,1.00099,1.00071,1.001063
11.245,1.0,1.002048,1.001282,1.001048,1.000858,1.001371,1.000996,1.000687,1.001065
11.25,1.0,1.002048,1.001282,1.001048,1.000854,1.001371,1.001003,1.000664,1.001067
11.255,1.0,1.002048,1.001282,1.001048,1.00085,1.001371,1.001009,1.00064,1.001069
11.26,1.0,1.001254,1.000468,1.001079,1.000853,1.001304,1.001084,1.000773,1.001087
11.265,1.0,1.001254,1.000468,1.001079,1.000849,1.001304,1.001094,1.000755,1.001089
11.27,1.0,1.001254,1.000468,1.001079,1.000844,1.001304,1.001103,1.000736,1.00109
11.275,1.0,1.001254,1.000468,1.001079,1.00084,1.001304,1.001112,1.000717,1.001092
11.28,1.0,0.996209,1.000548,1.000349,1.000743,0.99835,0.999716,0.999593,1.000676
11.285,1.0,0.996209,1.000548,1.000349,1.000735,0.99835,0.999667,0.999534,1.000673
11.29,1.0,0.996209,1.000548,1.000349,1.000728,0.99835,0.999618,0.999475,1.000669
11.295,1.0,0.996209,1.000548,1.000349,1.00072,0.99835,0.999569,0.999414,1.000666
11.3,1.0,1.006884,1.001153,1.001329,1.000836,1.003298,1.001626,1.001206,1.001195
11.305,1.0,1.006884,1.001153,1.001329,1.000831,1.003298,1.001665,1.001209,1.001197
11.31,1.0,1.006884,1.001153,1.001329,1.000826,1.003298,1.001704,1.001213,1.001198
11.315,1.0,1.006884,1.001153,1.001329,1.000822,1.003298,1.001742,1.001217,1.0012
11.32,1.0,1.005073,1.001742,1.001891,1.000902,1.004327,1.002723,1.002168,1.001534
11.325,1.0,1.005073,1.001742,1.001891,1.000899,1.004327,1.002801,1.002206,1.00154
11.33,1.0,1.005073,1.001742,1.001891,1.000896,1.004327,1.002879,1.002244,1.001545
11.335,1.0,1.005073,1.001742,1.001891,1.000892,1.004327,1.002957,1.002284,1.00155
11.34,1.0,1.001808,1.001963,1.001878,1.000908,1.002867,1.002684,1.002197,1.001577
11.345,1.0,1.001808,1.001963,1.001878,1.000905,1.002867,1.002748,1.002232,1.001583
11.35,1.0,1.001808,1.001963,1.001878,1.000904,1.002867,1.002811,1.002269,1.001589
11.355,1.0,1.001808,1.001963,1.001878,1.000902,1.002867,1.002875,1.002306,1.001595
11.36,1.0,1.007853,1.001917,1.002775,1.001039,1.005758,1.004344,1.003699,1.002137
11.365,1.0,1.007853,1.001917,1.002775,1.001042,1.005758,1.004466,1.003786,1.00215
11.37,1.0,1.007853,1.001917,1.002775,1.001044,1.005758,1.004588,1.003874,1.002163
11.375,1.0,1.007853,1.001917,1.002775,1.001046,1.005758,1.004711,1.003963,1.002176
11.38,1.0,1.003218,1.002754,1.002841,1.001092,1.004285,1.004371,1.003848,1.002277
11.385,1.0,1.003218,1.002754,1.002841,1.001096,1.004285,1.004474,1.003933,1.002292
11.39,1.0,1.003218,1.002754,1.002841,1.001101,1.004285,1.004577,1.004019,1.002307
11.395,1.0,1.003218,1.002754,1.002841,1.001105,1.004285,1.004679,1.004106,1.002322
11.4,1.0,1.001396,1.002527,1.002624,1.001115,1.00261,1.003814,1.003506,1.002256
11.405,1.0,1.001396,1.002527,1.002624,1.00112,1.00261,1.003876,1.003571,1.002271
11.41,1.0,1.001396,1.002527,1.002624,1.001126,1.00261,1.003938,1.003637,1.002286
11.415,1.0,1.001396,1.002527,1.002624,1.001131,1.00261,1.004001,1.003704,1.002301
11.42,1.0,1.000987,1.002673,1.002379,1.001134,1.001669,1.003183,1.003087,1.002203
11.425,1.0,1.000987,1.002673,1.002379,1.00114,1.001669,1.003209,1.003131,1.002217
11.43,1.0,1.000987,1.002673,1.002379,1.001145,1.001669,1.003234,1.003176,1.002231
11.435,1.0,1.000987,1.002673,1.002379,1.00115,1.001669,1.00326,1.003221,1.002245
11.44,1.0,1.004947,1.002963,1.002764,1.001231,1.00357,1.003761,1.00368,1.002488
11.445,1.0,1.004947,1.002963,1.002764,1.001238,1.00357,1.003807,1.003741,1.002505
11.45,1.0,1.004947,1.002963,1.002764,1.001244,1.00357,1.003852,1.003803,1.00252
11.455,1.0,1.004947,1.002963,1.002764,1.001251,1.00357,1.003898,1.003866,1.002536
11.46,1.0,1.003245,1.003162,1.002836,1.001298,1.003381,1.003743,1.00376,1.002612
11.465,1.0,1.003245,1.003162,1.002836,1.001307,1.003381,1.00378,1.003818,1.002629
11.47,1.0,1.003245,1.003162,1.002836,1.001315,1.003381,1.003818,1.003877,1.002646
11.475,1.0,1.003245,1.003162,1.002836,1.001323,1.003381,1.003855,1.003936,1.002663
11.48,1.0,0.991574,1.002699,1.001147,1.001136,0.996536,1.000368,1.000939,1.00173
11.485,1.0,0.991574,1.002699,1.001147,1.00114,0.996536,1.000258,1.000891,1.001737
11.49,1.0,0.991574,1.002699,1.001147,1.001145,0.996536,1.000148,1.000842,1.001744
11.495,1.0,0.991574,1.002699,1.001147,1.001149,0.996536,1.000038,1.000792,1.001752
11.5,1.0,0.98901,1.000911,0.999326,1.00091,0.992172,0.996804,0.997854,1.000668
11.505,1.0,0.98901,1.000911,0.999326,1.000909,0.992172,0.996564,0.997699,1.000663
11.51,1.0,0.98901,1.000911,0.999326,1.000907,0.992172,0.996323,0.997542,1.000659
11.515,1.0,0.98901,1.000911,0.999326,1.000905,0.992172,0.996083,0.997381,1.000654
11.52,1.0,1.003963,1.0008,1.000022,1.000965,0.999008,0.998166,0.998878,1.000932
11.525,1.0,1.003963,1.0008,1.000022,1.000965,0.999008,0.998022,0.998771,1.00093
11.53,1.0,1.003963,1.0008,1.000022,1.000966,0.999008,0.997879,0.998662,1.000929
11.535,1.0,1.003963,1.0008,1.000022,1.000967,0.999008,0.997735,0.998552,1.000929
11.54,1.0,1.006131,1.001232,1.000938,1.001071,1.003138,1.000035,1.000332,1.001374
11.545,1.0,1.006131,1.001232,1.000938,1.001074,1.003138,0.999993,1.000285,1.001378
11.55,1.0,1.006131,1.001232,1.000938,1.001078,1.003138,0.999952,1.000238,1.001382
11.555,1.0,1.006131,1.001232,1.000938,1.001079,1.003138,0.99991,1.00019,1.001386
11.56,1.0,0.999626,1.00041,1.000741,1.001052,1.001102,0.999799,1.000014,1.001238
11.565,1.0,0.999626,1.00041,1.000741,1.001053,1.001102,0.999755,0.99996,1.001239
11.57,1.0,0.999626,1.00041,1.000741,1.001054,1.001102,0.999711,0.999906,1.00124
11.575,1.0,0.999626,1.00041,1.000741,1.001055,1.001102,0.999666,0.99985,1.00124
11.58,1.0,1.015746,1.001663,1.002992,1.001349,1.009592,1.004235,1.003719,1.002482
11.585,1.0,1.015746,1.001663,1.002992,1.001356,1.009592,1.004383,1.003801,1.002496
11.59,1.0,1.015746,1.001663,1.002992,1.001364,1.009592,1.004532,1.003884,1.002511
11.595,1.0,1.015746,1.001663,1.002992,1.001373,1.009592,1.00468,1.003969,1.002526
11.6,1.0,0.995525,1.001075,1.001872,1.001265,1.001436,1.002167,1.001957,1.001941
11.605,1.0,0.995525,1.001075,1.001872,1.001272,1.001436,1.002204,1.00197,1.00195
11.61,1.0,0.995525,1.001075,1.001872,1.001278,1.001436,1.002241,1.001984,1.001959
11.615,1.0,0.995525,1.001075,1.001872,1.001284,1.001436,1.002278,1.001997,1.001968
11.62,1.0,1.002675,1.001244,1.001992,1.001319,1.002154,1.002418,1.002175,1.002037
11.625,1.0,1.002675,1.001244,1.001992,1.001325,1.002154,1.00246,1.002195,1.002047
11.63,1.0,1.002675,1.001244,1.001992,1.001332,1.002154,1.002501,1.002215,1.002057
11.635,1.0,1.002675,1.001244,1.001992,1.001339,1.002154,1.002543,1.002236,1.002066
11.64,1.0,0.98844,0.999593,0.99996,1.001087,0.994203,0.998538,0.998857,1.000909
11.645,1.0,0.98844,0.999593,0.99996,1.001087,0.994203,0.99841,0.998758,1.000905
11.65,1.0,0.98844,0.999593,0.99996,1.001086,0.994203,0.998283,0.998657,1.0009
11.655,1.0,0.98844,0.999593,0.99996,1.001086,0.994203,0.998155,0.998554,1.000896
11.66,1.0,1.004284,0.999697,1.000608,1.001151,1.000048,0.999817,0.999886,1.001183
11.665,1.0,1.004284,0.999697,1.000608,1.001153,1.000048,0.999765,0.999831,1.001183
11.67,1.0,1.004284,0.999697,1.000608,1.001155,1.000048,0.999712,0.999776,1.001183
11.675,1.0,1.004284,0.999697,1.000608,1.001158,1.000048,0.999659,0.999719,1.001183
11.68,1.0,1.001955,1.000735,1.00081,1.001177,1.001153,1.000278,1.000226,1.00125
11.685,1.0,1.001955,1.000735,1.00081,1.001181,1.001153,1.000253,1.000189,1.001251
11.69,1.0,1.001955,1.000735,1.00081,1.001185,1.001153,1.000229,1.00015,1.001253
11.695,1.0,1.001955,1.000735,1.00081,1.00119,1.001153,1.000204,1.000112,1.001256
11.7,1.0,1.000794,1.001914,1.000808,1.001187,1.000945,1.000355,1.00025,1.001219
11.705,1.0,1.000794,1.001914,1.000808,1.001192,1.000945,1.000338,1.000217,1.001222
11.71,1.0,1.000794,1.001914,1.000808,1.001197,1.000945,1.00032,1.000183,1.001225
11.715,1.0,1.000794,1.001914,1.000808,1.001201,1.000945,1.000303,1.000149,1.001228
11.72,1.0,0.996332,1.001151,1.000136,1.001108,0.99827,0.999155,0.999184,1.000811
11.725,1.0,0.996332,1.001151,1.000136,1.001111,0.99827,0.99909,0.999117,1.000808
11.73,1.0,0.996332,1.001151,1.000136,1.001113,0.99827,0.999025,0.999048,1.000806
11.735,1.0,0.996332,1.001151,1.000136,1.001117,0.99827,0.998961,0.998979,1.000805
11.74,1.0,1.005656,1.001103,1.000964,1.00121,1.002553,1.00083,1.000568,1.001219
11.745,1.0,1.005656,1.001103,1.000964,1.001214,1.002553,1.000846,1.000556,1.001221
11.75,1.0,1.005656,1.001103,1.000964,1.001219,1.002553,1.000862,1.000544,1.001224
11.755,1.0,1.005656,1.001103,1.000964,1.001224,1.002553,1.000878,1.000532,1.001227
11.76,1.0,0.998209,1.000962,1.000551,1.001169,1.000034,1.000126,0.999951,1.000971
11.765,1.0,0.998209,1.000962,1.000551,1.001173,1.000034,1.00011,0.999919,1.000971
11.77,1.0,0.998209,1.000962,1.000551,1.001177,1.000034,1.000095,0.999887,1.000972
11.775,1.0,0.998209,1.000962,1.000551,1.001181,1.000034,1.000079,0.999854,1.000973
11.78,1.0,1.008402,1.000227,1.001729,1.00133,1.004886,1.002449,1.001932,1.00161
11.785,1.0,1.008402,1.000227,1.001729,1.001338,1.004886,1.002532,1.001974,1.001618
11.79,1.0,1.008402,1.000227,1.001729,1.001347,1.004886,1.002616,1.002016,1.001626
11.795,1.0,1.008402,1.000227,1.001729,1.001355,1.004886,1.0027,1.00206,1.001635
11.8,1.0,1.011699,1.001845,1.003224,1.001571,1.008836,1.005334,1.004465,1.002504
11.805,1.0,1.011699,1.001845,1.003224,1.001585,1.008836,1.005524,1.004594,1.002523
11.81,1.0,1.011699,1.001845,1.003224,1.001597,1.008836,1.005714,1.004725,1.00254
11.815,1.0,1.011699,1.001845,1.003224,1.00161,1.008836,1.005905,1.004859,1.002558
11.82,1.0,0.997368,1.001314,1.002346,1.001537,1.002187,1.003598,1.003118,1.002129
11.825,1.0,0.997368,1.001314,1.002346,1.001547,1.002187,1.003684,1.00319,1.002141
11.83,1.0,0.997368,1.001314,1.002346,1.001557,1.002187,1.00377,1.003262,1.002153
11.835,1.0,0.997368,1.001314,1.002346,1.001568,1.002187,1.003856,1.003336,1.002165
11.84,1.0,1.005796,1.003049,1.002863,1.001663,1.004279,1.004472,1.003998,1.002487
11.845,1.0,1.005796,1.003049,1.002863,1.001677,1.004279,1.00458,1.004095,1.002504
11.85,1.0,1.005796,1.003049,1.002863,1.001691,1.004279,1.004689,1.004193,1.002522
11.855,1.0,1.005796,1.003049,1.002863,1.001704,1.004279,1.004797,1.004293,1.002538
11.86,1.0,1.001252,1.002746,1.002622,1.001708,1.002524,1.00386,1.003621,1.002443
11.865,1.0,1.001252,1.002746,1.002622,1.001722,1.002524,1.003924,1.003697,1.002459
11.87,1.0,1.001252,1.002746,1.002622,1.001734,1.002524,1.003989,1.003774,1.002474
11.875,1.0,1.001252,1.002746,1.002622,1.001746,1.002524,1.004053,1.003851,1.002488
11.88,1.0,0.999284,1.002479,1.002121,1.001709,1.000646,1.002735,1.002787,1.002227
11.885,1.0,0.999284,1.002479,1.002121,1.001719,1.000646,1.002742,1.002826,1.002238
11.89,1.0,0.999284,1.002479,1.002121,1.001728,1.000646,1.002748,1.002866,1.002248
11.895,1.0,0.999284,1.002479,1.002121,1.001738,1.000646,1.002755,1.002906,1.002258
11.9,1.0,1.001071,1.002507,1.001963,1.001736,1.000892,1.002278,1.002485,1.002166
11.905,1.0,1.001071,1.002507,1.001963,1.001747,1.000892,1.002265,1.00251,1.002176
11.91,1.0,1.001071,1.002507,1.001963,1.001759,1.000892,1.002251,1.002535,1.002188
11.915,1.0,1.001071,1.002507,1.001963,1.001773,1.000892,1.002238,1.00256,1.0022
11.92,1.0,1.004156,1.003289,1.002292,1.001834,1.002785,1.002777,1.002972,1.002379
11.925,1.0,1.004156,1.003289,1.002292,1.001848,1.002785,1.002786,1.003011,1.002394
11.93,1.0,1.004156,1.003289,1.002292,1.001862,1.002785,1.002796,1.00305,1.002408
11.935,1.0,1.004156,1.003289,1.002292,1.001875,1.002785,1.002806,1.00309,1.002422
11.94,1.0,1.000005,1.002724,1.001949,1.00185,1.001173,1.002011,1.002362,1.002227
11.945,1.0,1.000005,1.002724,1.001949,1.001863,1.001173,1.001987,1.002375,1.002238
11.95,1.0,1.000005,1.002724,1.001949,1.001875,1.001173,1.001963,1.002389,1.00225
11.955,1.0,1.000005,1.002724,1.001949,1.001888,1.001173,1.001939,1.002402,1.002261
11.96,1.0,1.00004,1.002907,1.001663,1.001864,1.000516,1.001379,1.001831,1.002082
11.965,1.0,1.00004,1.002907,1.001663,1.001876,1.000516,1.001332,1.001823,1.002091
11.97,1.0,1.00004,1.002907,1.001663,1.001887,1.000516,1.001286,1.001816,1.002101
11.975,1.0,1.00004,1.002907,1.001663,1.001898,1.000516,1.00124,1.001807,1.002109
11.98,1.0,0.995454,1.001612,1.000732,1.00178,0.997581,0.999551,1.000238,1.001548
11.985,1.0,0.995454,1.001612,1.000732,1.001788,0.997581,0.999436,1.000174,1.00155
11.99,1.0,0.995454,1.001612,1.000732,1.001797,0.997581,0.999321,1.000108,1.001553
11.995,1.0,0.995454,1.001612,1.000732,1.001806,0.997581,0.999206,1.000041,1.001556
12.0,1.0,0.99453,0.999896,0.999801,1.00167,0.995812,0.997786,0.998634,1.000958
12.005,1.0,0.99453,0.999896,0.999801,1.001676,0.995812,0.997617,0.998517,1.000955
12.01,1.0,0.99453,0.999896,0.999801,1.001681,0.995812,0.997447,0.998399,1.000952
12.015,1.0,0.99453,0.999896,0.999801,1.001687,0.995812,0.997278,0.998278,1.000949
12.02,1.0,0.99878,1.000037,0.999648,1.001636,0.997533,0.997587,0.998309,1.000761
12.025,1.0,0.99878,1.000037,0.999648,1.001642,0.997533,0.997437,0.99819,1.000758
12.03,1.0,0.99878,1.000037,0.999648,1.001648,0.997533,0.997288,0.998069,1.000754
12.035,1.0,0.99878,1.000037,0.999648,1.001654,0.997533,0.997138,0.997946,1.00075
12.04,1.0,1.004253,0.999883,1.000339,1.001712,1.001429,0.999067,0.999404,1.001047
12.045,1.0,1.004253,0.999883,1.000339,1.001719,1.001429,0.999004,0.999333,1.001047
12.05,1.0,1.004253,0.999883,1.000339,1.001726,1.001429,0.998942,0.999261,1.001047
12.055,1.0,1.004253,0.999883,1.000339,1.001733,1.001429,0.998879,0.999189,1.001046
12.06,1.0,0.994273,0.999185,0.999429,1.00159,0.99728,0.997517,0.997924,1.000466
12.065,1.0,0.994273,0.999185,0.999429,1.001593,0.99728,0.9974,0.997807,1.000459
12.07,1.0,0.994273,0.999185,0.999429,1.001596,0.99728,0.997283,0.997689,1.000451
12.075,1.0,0.994273,0.999185,0.999429,1.001598,0.99728,0.997166,0.997568,1.000444
12.08,1.0,0.998938,0.99915,0.999355,1.001548,0.998241,0.997589,0.997813,1.000308
12.085,1.0,0.998938,0.99915,0.999355,1.00155,0.998241,0.997495,0.997703,1.0003
12.09,1.0,0.998938,0.99915,0.999355,1.001551,0.998241,0.9974,0.997591,1.000291
12.095,1.0,0.998938,0.99915,0.999355,1.001553,0.998241,0.997306,0.997477,1.000282
12.1,1.0,1.002846,0.999328,0.999879,1.001581,1.000911,0.998823,0.998712,1.000494
12.105,1.0,1.002846,0.999328,0.999879,1.001585,1.000911,0.998796,0.998643,1.000489
12.11,1.0,1.002846,0.999328,0.999879,1.001588,1.000911,0.998769,0.998574,1.000484
12.115,1.0,1.002846,0.999328,0.999879,1.00159,1.000911,0.998742,0.998504,1.000478
12.12,1.0,1.004047,0.999317,1.000504,1.001642,1.002729,1.00024,0.999815,1.000778
12.125,1.0,1.004047,0.999317,1.000504,1.001646,1.002729,1.000277,0.999792,1.000775
12.13,1.0,1.004047,0.999317,1.000504,1.00165,1.002729,1.000314,0.99977,1.000773
12.135,1.0,1.004047,0.999317,1.000504,1.001653,1.002729,1.00035,0.999748,1.00077
12.14,1.0,1.002694,0.999585,1.000833,1.001676,1.002709,1.001047,1.000456,1.000932
12.145,1.0,1.002694,0.999585,1.000833,1.001679,1.002709,1.001111,1.00046,1.00093
12.15,1.0,1.002694,0.999585,1.000833,1.001682,1.002709,1.001175,1.000464,1.000928
12.155,1.0,1.002694,0.999585,1.000833,1.001686,1.002709,1.001239,1.000469,1.000927
12.16,1.0,0.994238,0.999005,0.999843,1.00154,0.997797,0.999282,0.99894,1.000353
12.165,1.0,0.994238,0.999005,0.999843,1.001539,0.997797,0.999262,0.998891,1.000344
12.17,1.0,0.994238,0.999005,0.999843,1.001538,0.997797,0.999242,0.998842,1.000336
12.175,1.0,0.994238,0.999005,0.999843,1.001538,0.997797,0.999221,0.998792,1.000328
12.18,1.0,1.008386,1.000298,1.001125,1.001675,1.003936,1.001829,1.001115,1.00101
12.185,1.0,1.008386,1.000298,1.001125,1.001679,1.003936,1.001918,1.001149,1.00101
12.19,1.0,1.008386,1.000298,1.001125,1.001682,1.003936,1.002008,1.001184,1.001011
12.195,1.0,1.008386,1.000298,1.001125,1.001687,1.003936,1.002097,1.00122,1.001011
12.2,1.0,1.000503,1.000896,1.001031,1.001666,1.001946,1.001705,1.001071,1.000968
12.205,1.0,1.000503,1.000896,1.001031,1.00167,1.001946,1.001775,1.001102,1.000968
12.21,1.0,1.000503,1.000896,1.001031,1.001673,1.001946,1.001844,1.001134,1.000968
12.215,1.0,1.000503,1.000896,1.001031,1.001677,1.001946,1.001913,1.001167,1.000969
12.22,1.0,0.996296,1.000647,1.000321,1.001575,0.99867,1.000356,0.999994,1.00057
12.225,1.0,0.996296,1.000647,1.000321,1.001577,0.99867,1.000357,0.999985,1.000568
12.23,1.0,0.996296,1.000647,1.000321,1.00158,0.99867,1.000359,0.999977,1.000565
12.235,1.0,0.996296,1.000647,1.000321,1.001583,0.99867,1.00036,0.999969,1.000563
12.24,1.0,1.00391,1.000613,1.00086,1.001633,1.001708,1.001377,1.000933,1.000848
12.245,1.0,1.00391,1.000613,1.00086,1.001638,1.001708,1.001421,1.000959,1.00085
12.25,1.0,1.00391,1.000613,1.00086,1.001644,1.001708,1.001465,1.000987,1.000853
12.255,1.0,1.00391,1.000613,1.00086,1.00165,1.001708,1.001508,1.001015,1.000855
12.26,1.0,0.99653,1.000839,1.00021,1.001552,0.998706,1.000115,0.999933,1.000487
12.265,1.0,0.99653,1.000839,1.00021,1.001556,0.998706,1.000099,0.999923,1.000486
12.27,1.0,0.99653,1.000839,1.00021,1.00156,0.998706,1.000083,0.999913,1.000485
12.275,1.0,0.99653,1.000839,1.00021,1.001563,0.998706,1.000067,0.999903,1.000484
12.28,1.0,0.996832,1.000628,0.999703,1.001472,0.99762,0.99913,0.99914,1.00017
12.285,1.0,0.996832,1.000628,0.999703,1.001473,0.99762,0.999075,0.999104,1.000165
12.29,1.0,0.996832,1.000628,0.999703,1.001473,0.99762,0.999021,0.999067,1.00016
12.295,1.0,0.996832,1.000628,0.999703,1.001472,0.99762,0.998966,0.99903,1.000154
12.3,1.0,0.989799,0.999324,0.998218,1.001238,0.993085,0.996305,0.996731,0.999262
12.305,1.0,0.989799,0.999324,0.998218,1.001232,0.993085,0.996141,0.996613,0.999246
12.31,1.0,0.989799,0.999324,0.998218,1.001225,0.993085,0.995978,0.996493,0.999229
12.315,1.0,0.989799,0.999324,0.998218,1.001218,0.993085,0.995814,0.996372,0.999213
12.32,1.0,0.99546,0.998465,0.997804,1.001097,0.994462,0.995596,0.996055,0.998877
12.325,1.0,0.99546,0.998465,0.997804,1.001088,0.994462,0.99543,0.995923,0.998857
12.33,1.0,0.99546,0.998465,0.997804,1.001078,0.994462,0.995265,0.99579,0.998836
12.335,1.0,0.99546,0.998465,0.997804,1.001068,0.994462,0.995099,0.995656,0.998816
12.34,1.0,0.998158,0.998011,0.997857,1.001,0.996605,0.995856,0.996168,0.998741
12.345,1.0,0.998158,0.998011,0.997857,1.000988,0.996605,0.995728,0.996053,0.998719
12.35,1.0,0.998158,0.998011,0.997857,1.000976,0.996605,0.995601,0.995937,0.998697
12.355,1.0,0.998158,0.998011,0.997857,1.000964,0.996605,0.995474,0.995819,0.998675
12.36,1.0,0.998688,0.998456,0.997982,1.000908,0.997813,0.996302,0.996435,0.998656
12.365,1.0,0.998688,0.998456,0.997982,1.000896,0.997813,0.996215,0.99634,0.998636
12.37,1.0,0.998688,0.998456,0.997982,1.000884,0.997813,0.996128,0.996245,0.998615
12.375,1.0,0.998688,0.998456,0.997982,1.00087,0.997813,0.99604,0.996149,0.998593
12.38,1.0,0.984216,0.996039,0.995917,1.000525,0.989929,0.992595,0.993139,0.997343
12.385,1.0,0.984216,0.996039,0.995917,1.000504,0.989929,0.992368,0.992938,0.997308
12.39,1.0,0.984216,0.996039,0.995917,1.000484,0.989929,0.99214,0.992734,0.997273
12.395,1.0,0.984216,0.996039,0.995917,1.000462,0.989929,0.991913,0.992527,0.997238
12.4,1.0,1.01098,0.997087,0.998176,1.000651,1.002134,0.997205,0.996909,0.998381
12.405,1.0,1.01098,0.997087,0.998176,1.000635,1.002134,0.997208,0.996861,0.998358
12.41,1.0,1.01098,0.997087,0.998176,1.000618,1.002134,0.997211,0.996812,0.998335
12.415,1.0,1.01098,0.997087,0.998176,1.000602,1.002134,0.997214,0.996763,0.998312
12.42,1.0,0.99815,0.997272,0.998172,1.000536,0.999824,0.997484,0.997067,0.998278
12.425,1.0,0.99815,0.997272,0.998172,1.000519,0.999824,0.997498,0.997031,0.998255
12.43,1.0,0.99815,0.997272,0.998172,1.000501,0.999824,0.997512,0.996995,0.998232
12.435,1.0,0.99815,0.997272,0.998172,1.000483,0.999824,0.997526,0.996959,0.998208
12.44,1.0,0.993199,0.996201,0.997426,1.00032,0.995983,0.996298,0.996007,0.997758
12.445,1.0,0.993199,0.996201,0.997426,1.000298,0.995983,0.99626,0.995939,0.99773
12.45,1.0,0.993199,0.996201,0.997426,1.000276,0.995983,0.996223,0.99587,0.997702
12.455,1.0,0.993199,0.996201,0.997426,1.000253,0.995983,0.996185,0.995802,0.997673
12.46,1.0,0.992827,0.995831,0.996736,1.000083,0.994153,0.995197,0.995018,0.997232
12.465,1.0,0.992827,0.995831,0.996736,1.000057,0.994153,0.99512,0.994923,0.997199
12.47,1.0,0.992827,0.995831,0.996736,1.000032,0.994153,0.995042,0.994828,0.997166
12.475,1.0,0.992827,0.995831,0.996736,1.000006,0.994153,0.994965,0.994731,0.997133
12.48,1.0,0.999115,0.996059,0.997093,0.999963,0.99703,0.996097,0.995737,0.997272
12.485,1.0,0.999115,0.996059,0.997093,0.999937,0.99703,0.99607,0.995678,0.997241
12.49,1.0,0.999115,0.996059,0.997093,0.999911,0.99703,0.996043,0.99562,0.99721
12.495,1.0,0.999115,0.996059,0.997093,0.999885,0.99703,0.996016,0.995561,0.997179
12.5,1.0,0.995723,0.996651,0.996888,0.999777,0.996272,0.995913,0.995557,0.997026
12.505,1.0,0.995723,0.996651,0.996888,0.99975,0.996272,0.995883,0.9955,0.996994
12.51,1.0,0.995723,0.996651,0.996888,0.999723,0.996272,0.995853,0.995443,0.996962
12.515,1.0,0.995723,0.996651,0.996888,0.999695,0.996272,0.995823,0.995386,0.996931
