t_s,roll_madgwick,roll_mahony,roll_simple_kf,roll_ekf,roll_ekf9state,roll_complementary,roll_lowpass,roll_highpass
15.695,29.9185,30.0324,29.8683,29.7405,30.0513,29.8809,29.4451,0.0247
15.7,29.9306,30.0405,29.9013,29.8802,30.0534,29.9221,29.8368,0.0224
15.705,29.9423,30.048,29.9309,29.9988,30.0556,29.9587,30.1378,0.0205
15.71,29.932,30.0438,29.9167,29.9411,30.0538,29.941,29.9746,0.0209
15.715,29.9352,30.0438,29.9269,29.9899,30.0514,29.9541,30.0986,0.0168
15.72,29.9358,30.041,29.9261,29.9933,30.0481,29.9536,30.0986,0.0134
15.725,29.9442,30.05,29.9597,30.1197,30.0511,29.9947,30.3963,0.0118
15.73,29.957,30.058,29.9837,30.1963,30.0551,30.023,30.5397,0.0129
15.735,29.9529,30.055,29.9794,30.1733,30.0523,30.0173,30.4375,0.0106
15.74,29.9605,30.0531,29.9828,30.1852,30.0491,30.0215,30.4366,0.0064
15.745,29.9786,30.0636,30.0107,30.2686,30.0552,30.054,30.5963,0.0093
15.75,29.9918,30.0746,30.046,30.3826,30.0603,30.0958,30.8254,0.0097
15.755,29.9794,30.0673,30.0316,30.3184,30.0545,30.0776,30.6119,0.0053
15.76,29.9709,30.067,30.0237,30.2615,30.056,30.0659,30.4218,0.0083
15.765,29.9849,30.076,30.0439,30.3103,30.0621,30.0884,30.5082,0.0123
15.77,29.9779,30.0705,30.0348,30.2693,30.0573,30.0768,30.3875,0.0082
15.775,29.9804,30.0742,30.0373,30.2516,30.0611,30.0776,30.3171,0.0123
15.78,29.9761,30.0709,30.0194,30.1621,30.0612,30.0539,30.0813,0.0153
15.785,29.9904,30.0747,30.033,30.2048,30.0626,30.0696,30.199,0.0148
15.79,30.0003,30.0803,30.0465,30.2376,30.0661,30.0844,30.2754,0.0169
15.795,30.0125,30.0848,30.0573,30.2608,30.0688,30.0961,30.323,0.0184
15.8,29.9958,30.0707,30.0141,30.0888,30.0617,30.0423,29.8962,0.017
15.805,29.9838,30.0717,30.0099,30.0583,30.064,30.0356,29.8429,0.0203
15.81,29.9708,30.0606,29.9731,29.9168,30.0591,29.99,29.5285,0.0205
15.815,29.9899,30.0715,29.9981,30.0005,30.0664,30.019,29.7807,0.0253
15.82,29.984,30.0687,29.9889,29.9655,30.0651,30.0073,29.7277,0.0253
15.825,29.9702,30.0657,29.977,29.92,30.0641,29.9922,29.65,0.0263
15.83,29.9625,30.0625,29.9676,29.8893,30.0625,29.9805,29.6161,0.0259
15.835,29.9724,30.0612,29.9743,29.9322,30.0591,29.9895,29.7729,0.0212
15.84,29.9697,30.0625,29.9662,29.8894,30.0626,29.9782,29.6795,0.0267
15.845,29.9885,30.0737,29.9953,29.9932,30.0694,30.0126,29.9569,0.0303
15.85,29.9678,30.0599,29.9635,29.8905,30.0599,29.9747,29.7244,0.0244
15.855,29.9718,30.0637,29.9712,29.9179,30.0627,29.9835,29.8111,0.0266
15.86,29.974,30.0648,29.9788,29.954,30.0622,29.9929,29.919,0.0251
15.865,29.9845,30.0657,29.987,29.9928,30.0612,30.0032,30.0244,0.0228
15.87,29.9682,30.0597,29.9705,29.9337,30.0578,29.9829,29.878,0.0216
15.875,29.9559,30.0588,29.9609,29.8922,30.0589,29.9704,29.7779,0.0245
15.88,29.957,30.0591,29.9619,29.8999,30.059,29.9715,29.8136,0.0247
15.885,29.9516,30.0585,29.9569,29.8815,30.0594,29.965,29.7784,0.0261
15.89,29.9667,30.0611,29.9664,29.9229,30.0602,29.9766,29.8958,0.0258
15.895,29.952,30.0558,29.9486,29.8584,30.058,29.9547,29.741,0.0261
15.9,29.9678,30.072,30.0013,30.0604,30.0652,30.019,30.2524,0.0265
15.905,29.9786,30.0794,30.0232,30.1353,30.0689,30.045,30.4048,0.0275
15.91,29.9771,30.0798,30.0197,30.1086,30.0702,30.0395,30.2943,0.0296
15.915,29.9857,30.0805,30.0292,30.1466,30.0686,30.0512,30.3667,0.0265
15.92,29.992,30.0829,30.0364,30.1647,30.0697,30.0591,30.3773,0.0267
15.925,30.0058,30.0858,30.0474,30.1987,30.0705,30.0719,30.4303,0.026
15.93,30.0231,30.0888,30.0516,30.1977,30.0731,30.0757,30.3878,0.0284
15.935,30.0192,30.0883,30.0502,30.1823,30.0727,30.073,30.322,0.0282
15.94,30.0109,30.086,30.034,30.1026,30.0736,30.0516,30.0975,0.0319
15.945,30.0265,30.0914,30.0422,30.1165,30.0782,30.06,30.1227,0.0361
15.95,30.0122,30.0829,30.0117,29.9942,30.075,30.0219,29.8199,0.0371
15.955,30.0091,30.084,30.0108,29.9863,30.0764,30.0201,29.8222,0.039
15.96,29.9964,30.0757,29.9858,29.8965,30.0721,29.9895,29.6292,0.0381
15.965,30.003,30.0825,30.0092,29.9904,30.0749,30.0181,29.8997,0.0379
15.97,29.9943,30.0806,30.0019,29.9627,30.0742,30.0088,29.8446,0.0383
15.975,29.9882,30.0783,29.9958,29.9436,30.0728,30.0013,29.8164,0.0378
15.98,29.977,30.0761,29.9801,29.8778,30.0737,29.9811,29.6662,0.0415
15.985,29.961,30.0666,29.951,29.7775,30.0691,29.9459,29.4541,0.0408
15.99,29.9494,30.065,29.9396,29.7387,30.0698,29.9317,29.401,0.0436
15.995,29.9386,30.0633,29.9336,29.7286,30.0691,29.9249,29.426,0.0441
16.0,29.937,30.066,29.9357,29.7416,30.072,29.9274,29.4959,0.0473
16.005,29.9414,30.0688,29.9421,29.7743,30.0739,29.9354,29.6091,0.0488
16.01,29.9492,30.0701,29.9544,29.8409,30.0724,29.9516,29.8047,0.0455
16.015,29.9648,30.0755,29.9711,29.9097,30.0751,29.9723,29.9769,0.0461
16.02,29.9829,30.0863,30.0007,30.0171,30.0812,30.0079,30.2235,0.0488
16.025,29.9941,30.0996,30.05,30.2063,30.0857,30.0684,30.6614,0.0465
16.03,29.9946,30.1001,30.0486,30.1873,30.0865,30.0657,30.5441,0.0477
16.035,30.0076,30.1081,30.075,30.2771,30.0899,30.0974,30.7104,0.0476
16.04,30.0151,30.1079,30.0767,30.2729,30.089,30.0988,30.6378,0.0464
16.045,30.0209,30.1117,30.0836,30.279,30.0919,30.1059,30.5929,0.0487
16.05,30.0082,30.1029,30.056,30.1638,30.0876,30.0713,30.2652,0.0481
16.055,30.0068,30.1026,30.0531,30.1432,30.0879,30.067,30.1976,0.0489
16.06,30.0004,30.0988,30.0438,30.1061,30.0853,30.0554,30.102,0.0475
16.065,30.0104,30.0971,30.0483,30.1307,30.0819,30.0614,30.1733,0.0429
16.07,30.0163,30.1019,30.0539,30.1333,30.0864,30.0666,30.1631,0.0474
16.075,30.0072,30.0946,30.0239,30.0085,30.0845,30.029,29.8472,0.05
16.08,30.0246,30.1009,30.0358,30.0431,30.0893,30.0424,29.9473,0.0538
16.085,30.0073,30.0866,29.9944,29.8938,30.0815,29.9921,29.6021,0.0513
16.09,30.0254,30.1008,30.0329,30.0343,30.0898,30.0384,29.9808,0.055
16.095,30.0387,30.1018,30.0407,30.0685,30.089,30.0482,30.077,0.0531
16.1,30.0502,30.1014,30.048,30.1038,30.0866,30.0576,30.1708,0.0493
16.105,30.0356,30.0927,30.0177,29.9841,30.0831,30.0199,29.866,0.0501
16.11,30.0338,30.0915,30.0125,29.9652,30.0827,30.0134,29.8362,0.0506
16.115,30.0249,30.0885,30.0032,29.9338,30.0812,30.0021,29.7791,0.0504
16.12,30.0257,30.0867,30.0019,29.9387,30.0792,30.001,29.819,0.0484
16.125,30.0287,30.0893,30.0051,29.9478,30.0816,30.0044,29.8533,0.0509
16.13,30.0371,30.0938,30.0169,29.9916,30.0843,30.0185,29.9716,0.0523
16.135,30.0271,30.0985,30.0199,29.9893,30.0892,30.0208,29.9567,0.0577
16.14,30.0355,30.1031,30.0283,30.0143,30.0928,30.0304,30.0158,0.0607
16.145,30.0202,30.0973,30.0091,29.943,30.0902,30.0068,29.8409,0.0608
16.15,30.0349,30.1093,30.0457,30.0806,30.0961,30.0513,30.1903,0.0621
16.155,30.0412,30.1131,30.055,30.1088,30.0985,30.0621,30.2395,0.0635
16.16,30.0239,30.0995,30.0238,30.004,30.0892,30.0249,29.9767,0.0577
16.165,30.0096,30.0921,30.0008,29.9207,30.0854,29.9969,29.7782,0.0571
16.17,30.0208,30.0966,30.0211,30.0082,30.086,30.0223,30.0189,0.0548
16.175,30.0341,30.1051,30.0534,30.1348,30.0886,30.0621,30.3317,0.0528
16.18,30.0396,30.1086,30.0581,30.1386,30.0917,30.0668,30.3047,0.0558
16.185,30.0576,30.1165,30.0766,30.1934,30.0968,30.0882,30.4066,0.059
16.19,30.0414,30.1061,30.0462,30.0761,30.0912,30.0509,30.0912,0.0573
16.195,30.0282,30.1021,30.0282,30.0005,30.0905,30.0281,29.8992,0.0594
16.2,30.0243,30.1029,30.0255,29.9854,30.0921,30.0242,29.8719,0.0617
16.205,30.008,30.0955,30.0072,29.9267,30.0873,30.0026,29.7513,0.0591
16.21,30.0222,30.0991,30.0151,29.9567,30.0897,30.012,29.847,0.0609
16.215,30.0213,30.1,30.0118,29.9398,30.0917,30.0074,29.8154,0.0638
16.22,30.0057,30.09,29.9919,29.8855,30.084,29.9845,29.7139,0.0582
16.225,29.9925,30.0861,29.9763,29.8304,30.0829,29.9655,29.6018,0.0596
16.23,29.9808,30.0833,29.9634,29.787,30.0825,29.9498,29.5257,0.0613
16.235,29.9724,30.0761,29.9427,29.7244,30.0786,29.9254,29.4138,0.0603
16.24,29.9895,30.0871,29.9746,29.8528,30.0845,29.9647,29.7701,0.0623
16.245,30.0021,30.0928,29.9987,29.9573,30.0857,29.9951,30.0433,0.0602
16.25,30.002,30.0942,29.9999,29.9603,30.087,29.9964,30.0341,0.0618
16.255,30.0176,30.0983,30.0128,30.0101,30.089,30.0122,30.1438,0.0622
16.26,30.0108,30.0979,30.0091,29.9938,30.0893,30.0075,30.0815,0.0633
16.265,30.0127,30.0993,30.0155,30.0207,30.0894,30.0156,30.136,0.0626
16.27,30.0121,30.1012,30.0165,30.0175,30.0914,30.0163,30.1054,0.0649
16.275,30.0251,30.1008,30.0207,30.04,30.0898,30.022,30.1526,0.0626
16.28,30.0141,30.0956,29.999,29.9519,30.0886,29.995,29.9152,0.0647
16.285,30.001,30.0806,29.9455,29.7495,30.083,29.9295,29.4203,0.0668
16.29,29.9905,30.0804,29.9425,29.7482,30.0835,29.9263,29.4637,0.068
16.295,29.9891,30.0812,29.9388,29.7401,30.0853,29.9221,29.4797,0.071
16.3,29.9767,30.073,29.9161,29.6731,30.0808,29.8956,29.358,0.0695
16.305,29.9821,30.0732,29.9206,29.7102,30.08,29.9024,29.499,0.0683
16.31,29.9653,30.0578,29.8844,29.6064,30.0697,29.8606,29.29,0.0623
16.315,29.9579,30.0539,29.8742,29.5898,30.0674,29.8496,29.2982,0.0616
16.32,29.9475,30.0389,29.8149,29.3747,30.0633,29.7775,28.8043,0.0665
16.325,29.9428,30.0389,29.8126,29.3928,30.064,29.7765,28.9304,0.0681
16.33,29.9397,30.0394,29.8115,29.4136,30.065,29.7768,29.0468,0.0699
16.335,29.9256,30.0363,29.8001,29.396,30.064,29.7646,29.0559,0.0711
16.34,29.92,30.0338,29.791,29.388,30.0633,29.7553,29.0847,0.0722
16.345,29.9242,30.0313,29.7925,29.4324,30.06,29.7601,29.2472,0.0686
16.35,29.9175,30.0272,29.7791,29.407,30.0584,29.7457,29.2111,0.0693
16.355,29.9028,30.0231,29.7705,29.4061,30.0556,29.7377,29.2413,0.0679
16.36,29.8966,30.0218,29.7637,29.4028,30.0557,29.7312,29.2539,0.0697
16.365,29.9091,30.0191,29.7636,29.4373,30.0527,29.7339,29.3675,0.0667
16.37,29.923,30.0299,29.7994,29.594,30.0575,29.7795,29.7603,0.0673
16.375,29.9099,30.0159,29.756,29.4501,30.0509,29.7285,29.384,0.0668
16.38,29.9211,30.0272,29.8043,29.6653,30.0533,29.7904,29.9304,0.0627
16.385,29.9222,30.0277,29.8061,29.6827,30.0536,29.794,29.9318,0.0633
16.39,29.9086,30.0235,29.7926,29.6424,30.0519,29.7789,29.7947,0.0638
16.395,29.8933,30.0213,29.7873,29.6358,30.0506,29.774,29.7558,0.0637
16.4,29.8928,30.0205,29.7875,29.6519,30.0497,29.776,29.7787,0.0631
16.405,29.8818,30.0168,29.7778,29.6289,30.0476,29.7658,29.7043,0.0627
16.41,29.8792,30.0148,29.7705,29.6122,30.0471,29.7583,29.6497,0.0637
16.415,29.8885,30.0177,29.7844,29.6816,30.0475,29.7771,29.8165,0.0625
16.42,29.8949,30.0174,29.7931,29.7343,30.0452,29.79,29.9334,0.0589
16.425,29.8922,30.0141,29.7941,29.7572,30.0411,29.7935,29.9696,0.0546
16.43,29.8784,30.0131,29.7921,29.7556,30.0404,29.7922,29.9338,0.0546
16.435,29.8846,30.0128,29.7994,29.7973,30.0383,29.803,30.016,0.0515
16.44,29.8876,30.0141,29.8035,29.8141,30.0391,29.8089,30.0227,0.0523
16.445,29.8907,30.0168,29.8073,29.8235,30.0416,29.814,30.008,0.0551
16.45,29.8798,30.0056,29.7678,29.6731,30.0374,29.7663,29.6077,0.0569
16.455,29.867,30.0012,29.7539,29.6297,30.0355,29.7506,29.5104,0.0574
16.46,29.8606,29.9961,29.7318,29.551,30.0346,29.7245,29.3286,0.0604
16.465,29.8483,29.9928,29.7231,29.5343,30.0329,29.7155,29.3212,0.0603
16.47,29.8572,29.9992,29.7516,29.6646,30.034,29.7527,29.6774,0.0579
16.475,29.8399,29.9856,29.7169,29.5542,30.0258,29.7126,29.4138,0.0543
16.48,29.8284,29.9785,29.6964,29.4935,30.0221,29.6893,29.2876,0.0539
16.485,29.8471,29.9871,29.7191,29.587,30.0275,29.7181,29.5391,0.0572
16.49,29.8427,29.9877,29.7052,29.5267,30.0317,29.701,29.3811,0.0649
16.495,29.8538,29.9884,29.7101,29.5621,30.0317,29.7089,29.49,0.0647
16.5,29.8584,29.9908,29.7279,29.6525,30.0305,29.7331,29.7303,0.0612
16.505,29.8713,29.9959,29.7467,29.7322,30.0325,29.7575,29.9139,0.0611
16.51,29.8903,30.004,29.7664,29.8011,30.0378,29.782,30.0468,0.0648
16.515,29.9005,30.0071,29.7889,29.8994,30.0364,29.8114,30.2611,0.0602
16.52,29.8979,30.0067,29.7828,29.8658,30.0375,29.804,30.1184,0.0629
16.525,29.8968,30.0049,29.7827,29.8689,30.0354,29.805,30.0925,0.0611
16.53,29.9101,30.0128,29.802,29.9297,30.0406,29.8285,30.1997,0.0646
16.535,29.8957,30.0081,29.7878,29.8715,30.0384,29.8116,30.0163,0.0648
16.54,29.9049,30.0108,29.7955,29.8957,30.04,29.8215,30.0513,0.0659
16.545,29.8959,30.0065,29.7895,29.8784,30.0362,29.8154,29.9923,0.063
16.55,29.8818,30.0008,29.7772,29.8361,30.0323,29.8014,29.8766,0.0609
16.555,29.8706,29.9896,29.7352,29.6712,30.0287,29.7503,29.4603,0.0638
16.56,29.8763,29.992,29.7467,29.7247,30.0291,29.7656,29.6247,0.063
16.565,29.8882,29.9938,29.7567,29.7699,30.0291,29.7789,29.7527,0.062
16.57,29.8693,29.9875,29.7459,29.7425,30.0241,29.7674,29.6962,0.0585
16.575,29.8663,29.9862,29.7381,29.7117,30.0244,29.7583,29.6229,0.0606
16.58,29.8782,29.9936,29.7666,29.8271,30.0268,29.7943,29.9212,0.0596
16.585,29.8634,29.9886,29.7511,29.7679,30.0245,29.7759,29.7613,0.0599
16.59,29.8515,29.9811,29.7242,29.6656,30.0219,29.7434,29.5081,0.0616
16.595,29.8362,29.9731,29.6996,29.5815,30.0181,29.7145,29.3257,0.0617
16.6,29.848,29.9771,29.7135,29.6439,30.02,29.7326,29.5156,0.0623
16.605,29.8333,29.968,29.6955,29.5974,30.0133,29.7127,29.4308,0.0579
16.61,29.8481,29.9724,29.7111,29.6658,30.0151,29.733,29.6225,0.0583
16.615,29.8278,29.962,29.6948,29.6312,30.0063,29.7157,29.5602,0.0513
16.62,29.8356,29.9645,29.6994,29.65,30.0086,29.7218,29.6112,0.0538
16.625,29.8347,29.9646,29.6997,29.6567,30.0087,29.723,29.6315,0.0546
16.63,29.8426,29.9655,29.7068,29.6932,30.0083,29.733,29.7271,0.0536
16.635,29.841,29.9645,29.704,29.686,30.0079,29.7303,29.7029,0.0542
16.64,29.836,29.9602,29.6924,29.6493,30.0056,29.7172,29.6111,0.054
16.645,29.8415,29.9629,29.705,29.7055,30.0061,29.7337,29.7559,0.0533
16.65,29.856,29.9672,29.7217,29.773,30.0075,29.755,29.9145,0.053
16.655,29.8675,29.9698,29.7401,29.8527,30.0063,29.7789,30.0966,0.0493
16.66,29.8593,29.9651,29.7266,29.7989,30.004,29.7628,29.9285,0.0493
16.665,29.8495,29.9616,29.7172,29.7638,30.0021,29.7519,29.8237,0.0491
16.67,29.8638,29.9673,29.7399,29.8522,30.0038,29.7804,30.0331,0.0481
16.675,29.8766,29.9744,29.7625,29.9308,30.0072,29.8081,30.1963,0.0491
16.68,29.8781,29.9754,29.7669,29.9391,30.0075,29.8135,30.1765,0.0493
16.685,29.8677,29.9692,29.747,29.8562,30.0047,29.7892,29.9372,0.0497
16.69,29.8715,29.9715,29.7535,29.874,30.0061,29.7971,29.9661,0.0508
16.695,29.869,29.9696,29.7521,29.8686,30.0042,29.7959,29.9423,0.0494
16.7,29.8607,29.9679,29.7468,29.8435,30.0035,29.7895,29.8685,0.0499
16.705,29.8741,29.9758,29.7736,29.9402,30.0068,29.8224,30.1009,0.0502
16.71,29.8862,29.9755,29.7767,29.9471,30.0059,29.8263,30.0961,0.0491
16.715,29.8718,29.9647,29.7416,29.8073,30.0011,29.7833,29.7304,0.0496
16.72,29.8869,29.9718,29.7657,29.8955,30.0041,29.8128,29.9572,0.0499
16.725,29.885,29.9706,29.7609,29.8702,30.0038,29.8068,29.8838,0.0508
16.73,29.8822,29.969,29.753,29.8317,30.0039,29.7968,29.7831,0.0527
16.735,29.8706,29.9572,29.7077,29.6514,30.0004,29.741,29.341,0.0562
16.74,29.8802,29.9625,29.7264,29.7281,30.0026,29.7643,29.5746,0.0564
16.745,29.8688,29.9567,29.7101,29.6718,29.9995,29.745,29.4608,0.056
16.75,29.873,29.9576,29.719,29.7162,29.9987,29.7568,29.6053,0.0542
16.755,29.8911,29.964,29.7348,29.7713,30.0028,29.7759,29.7499,0.0571
16.76,29.8799,29.959,29.7242,29.7378,29.9994,29.7637,29.6753,0.0554
16.765,29.8707,29.9584,29.7198,29.7189,29.9999,29.7583,29.634,0.0572
16.77,29.871,29.9589,29.7183,29.7117,30.001,29.7565,29.6241,0.0593
16.775,29.8559,29.9533,29.7016,29.6533,29.9982,29.7366,29.4949,0.0593
16.78,29.8614,29.9597,29.7249,29.7473,30.0007,29.7656,29.7493,0.0592
16.785,29.8775,29.9664,29.7468,29.8294,30.0037,29.7926,29.9484,0.06
16.79,29.892,29.9788,29.7845,29.9631,30.01,29.8382,30.2535,0.0619
16.795,29.882,29.9801,29.779,29.9208,30.013,29.8302,30.0952,0.0667
16.8,29.8836,29.9816,29.7816,29.9197,30.0144,29.8328,30.0624,0.0685
16.805,29.9005,29.9936,29.8187,30.0487,30.0202,29.8777,30.3533,0.07
16.81,29.9165,29.9988,29.8352,30.0958,30.0227,29.897,30.4213,0.0708
16.815,29.913,29.9959,29.8295,30.0633,30.0205,29.8896,30.2954,0.0696
16.82,29.9072,29.9922,29.8255,30.0447,30.0168,29.8849,30.2224,0.0664
16.825,29.9024,29.9895,29.8171,30.0008,30.0156,29.8739,30.0877,0.0667
16.83,29.9168,29.9931,29.8308,30.0434,30.0168,29.8902,30.1797,0.0664
16.835,29.9192,29.994,29.8367,30.0558,30.0165,29.8968,30.1915,0.0656
16.84,29.9073,29.9828,29.7993,29.9025,30.0116,29.8503,29.7944,0.0662
16.845,29.89,29.9776,29.7895,29.8689,30.0076,29.8387,29.7346,0.0636
16.85,29.8944,29.9794,29.7949,29.8839,30.0087,29.8448,29.7893,0.0645
16.855,29.88,29.9699,29.7705,29.7963,30.0028,29.8153,29.5949,0.062
16.86,29.8648,29.9641,29.7622,29.7774,29.9978,29.806,29.588,0.058
16.865,29.8793,29.9761,29.8019,29.9263,30.0029,29.8543,29.9801,0.0584
16.87,29.8894,29.9806,29.8186,29.984,30.0045,29.8744,30.114,0.0581
16.875,29.8863,29.9791,29.8049,29.9124,30.006,29.8562,29.9095,0.0624
16.88,29.901,29.9829,29.8185,29.9582,30.0075,29.8722,30.0217,0.0625
16.885,29.9047,29.9833,29.8221,29.9663,30.007,29.8762,30.0334,0.0619
16.89,29.8903,29.9765,29.805,29.9002,30.0028,29.8552,29.8655,0.0601
16.895,29.907,29.9853,29.8302,29.9845,30.0076,29.8851,30.0724,0.0622
16.9,29.8864,29.9656,29.7784,29.7974,29.9958,29.8224,29.6128,0.057
16.905,29.8966,29.9663,29.7888,29.8453,29.9942,29.8356,29.7646,0.0541
16.91,29.9104,29.9764,29.8243,29.9776,29.9981,29.8787,30.1016,0.0536
16.915,29.8919,29.9687,29.8078,29.9173,29.9926,29.8587,29.9434,0.0502
16.92,29.8858,29.9649,29.8038,29.9061,29.9888,29.854,29.9193,0.0469
16.925,29.8725,29.9597,29.7841,29.8234,29.9872,29.8292,29.7114,0.0485
16.93,29.8834,29.9668,29.8037,29.8903,29.9912,29.8523,29.8869,0.0507
16.935,29.9005,29.972,29.818,29.9354,29.9942,29.8689,29.9941,0.0524
16.94,29.8866,29.9639,29.7888,29.8165,29.9912,29.8325,29.6909,0.0538
16.945,29.8751,29.9644,29.785,29.7945,29.9928,29.8269,29.649,0.0568
16.95,29.888,29.9715,29.8125,29.9024,29.9949,29.8606,29.9381,0.0555
16.955,29.895,29.9721,29.8157,29.9104,29.9949,29.864,29.9526,0.0554
16.96,29.9078,29.9801,29.8487,30.0361,29.9968,29.9043,30.2597,0.0529
16.965,29.889,29.9746,29.8395,30.0005,29.9922,29.893,30.147,0.0494
16.97,29.9046,29.9854,29.8748,30.1225,29.9969,29.9352,30.4228,0.0498
16.975,29.8968,29.9813,29.8618,30.0587,29.9949,29.9181,30.2216,0.0498
16.98,29.8881,29.9758,29.8511,30.0152,29.9907,29.9048,30.0972,0.0469
16.985,29.9013,29.988,29.8955,30.1758,29.9949,29.9584,30.4817,0.0454
16.99,29.9016,29.9873,29.8958,30.1623,29.9938,29.9576,30.4053,0.0443
16.995,29.8936,29.986,29.8919,30.1308,29.9931,29.9515,30.2915,0.0444
17.0,29.8873,29.9852,29.8871,30.095,29.9931,29.9441,30.1775,0.0455
17.005,29.9007,29.996,29.9279,30.2403,29.9965,29.9932,30.5254,0.0434
17.01,29.8872,29.9854,29.889,30.0698,29.9926,29.9437,30.0611,0.0452
17.015,29.8992,29.9912,29.9089,30.1328,29.995,29.9667,30.2168,0.0452
17.02,29.8846,29.9899,29.9035,30.0967,29.9945,29.9587,30.1144,0.0458
17.025,29.8856,29.9907,29.9042,30.0846,29.9952,29.9581,30.0803,0.0467
17.03,29.8828,29.9894,29.9022,30.0676,29.994,29.9546,30.0411,0.0459
17.035,29.8745,29.9899,29.8969,30.0285,29.9958,29.9462,29.9421,0.0491
17.04,29.8645,29.9822,29.8711,29.9229,29.9924,29.9137,29.6957,0.0494
17.045,29.8509,29.978,29.8567,29.8646,29.9906,29.8952,29.5859,0.05
17.05,29.843,29.9724,29.8504,29.8546,29.9852,29.888,29.6146,0.045
17.055,29.8294,29.9698,29.8447,29.836,29.9833,29.8807,29.6073,0.0441
17.06,29.8437,29.9786,29.8766,29.9594,29.9864,29.9193,29.946,0.0431
17.065,29.8387,29.9744,29.8714,29.9446,29.9824,29.9129,29.9196,0.0396
17.07,29.8457,29.978,29.8846,29.9904,29.9836,29.9282,30.0363,0.0392
17.075,29.8399,29.974,29.8707,29.9306,29.9818,29.9103,29.8822,0.0396
17.08,29.8552,29.9839,29.9042,30.0524,29.9859,29.9503,30.1878,0.0395
17.085,29.8521,29.9821,29.9013,30.0352,29.9842,29.946,30.1282,0.0383
17.09,29.8366,29.9772,29.8868,29.9741,29.9816,29.9274,29.966,0.0377
17.095,29.8231,29.9676,29.8553,29.8501,29.9773,29.888,29.6631,0.0379
17.1,29.8098,29.959,29.8412,29.8143,29.9699,29.8715,29.6171,0.032
17.105,29.8064,29.9569,29.8358,29.7972,29.9685,29.8646,29.6059,0.0316
17.11,29.8046,29.9553,29.8319,29.7862,29.9676,29.8594,29.6078,0.0314
17.115,29.791,29.9512,29.8208,29.7502,29.9651,29.8458,29.5483,0.0307
17.12,29.7886,29.9488,29.818,29.7503,29.9627,29.8426,29.5833,0.0287
17.125,29.7971,29.9513,29.8237,29.7726,29.9644,29.8489,29.6597,0.0301
17.13,29.8041,29.957,29.8424,29.8457,29.9668,29.8715,29.8549,0.0304
17.135,29.8064,29.9578,29.8439,29.8493,29.9674,29.8727,29.8607,0.0312
17.14,29.8203,29.9617,29.8514,29.8704,29.9703,29.8808,29.9046,0.0338
17.145,29.8278,29.965,29.868,29.9376,29.9703,29.9011,30.0693,0.0315
17.15,29.8409,29.974,29.8988,30.0497,29.9737,29.9381,30.3251,0.0311
17.155,29.8345,29.9714,29.89,30.0062,29.9726,29.9263,30.1766,0.0313
17.16,29.8164,29.9602,29.8601,29.8947,29.9658,29.8896,29.8846,0.0285
17.165,29.8207,29.9611,29.8614,29.8946,29.9666,29.8903,29.8837,0.0294
17.17,29.8193,29.9618,29.8563,29.864,29.9685,29.8827,29.8026,0.0329
17.175,29.8307,29.9638,29.8712,29.929,29.9673,29.9012,29.9786,0.0294
17.18,29.8158,29.9598,29.8576,29.8737,29.9654,29.8839,29.8353,0.0297
17.185,29.8105,29.9561,29.8428,29.8133,29.9644,29.865,29.6897,0.0312
17.19,29.8072,29.9524,29.8387,29.8094,29.9608,29.8604,29.7063,0.0279
17.195,29.8089,29.9523,29.8414,29.8244,29.96,29.8636,29.7608,0.0269
17.2,29.8019,29.9469,29.8286,29.7835,29.9563,29.8482,29.6744,0.025
17.205,29.8133,29.9488,29.8355,29.813,29.9568,29.8564,29.7632,0.0248
17.21,29.8264,29.9527,29.8483,29.8618,29.9585,29.8717,29.8895,0.0251
17.215,29.8232,29.9517,29.8428,29.8374,29.9585,29.8643,29.8229,0.0263
17.22,29.8296,29.9502,29.8448,29.8532,29.956,29.867,29.8702,0.0235
17.225,29.8462,29.9592,29.8652,29.9175,29.962,29.8906,30.0156,0.0277
17.23,29.8407,29.9592,29.8594,29.8853,29.9634,29.8824,29.9157,0.0304
17.235,29.8446,29.9607,29.8652,29.9058,29.9637,29.8891,29.9617,0.0302
17.24,29.835,29.9498,29.8274,29.7589,29.9593,29.8422,29.5913,0.0313
17.245,29.8325,29.9479,29.8227,29.7474,29.958,29.8365,29.5895,0.0309
17.25,29.8452,29.9561,29.8446,29.8278,29.9627,29.8626,29.8045,0.0333
17.255,29.8613,29.9622,29.8607,29.8841,29.9663,29.8816,29.9414,0.0352
17.26,29.8748,29.9733,29.8898,29.9819,29.9729,29.916,30.1643,0.0387
17.265,29.8858,29.9756,29.8957,29.996,29.9742,29.9224,30.1697,0.0395
17.27,29.8962,29.9756,29.9072,30.0458,29.9713,29.9369,30.2767,0.0347
17.275,29.9106,29.9856,29.9394,30.1563,29.9755,29.9752,30.5121,0.0349
17.28,29.926,29.9953,29.9689,30.2487,29.9802,30.0097,30.6828,0.0359
17.285,29.9383,30.0041,30.0044,30.3705,29.9823,30.0523,30.9226,0.033
17.29,29.9437,30.0052,30.007,30.3544,29.9827,30.0535,30.7999,0.0332
17.295,29.9391,30.0054,29.9959,30.2756,29.9855,30.0372,30.5286,0.0381
17.3,29.952,30.0112,30.0028,30.2678,29.9907,30.0428,30.4598,0.0432
