t_s,x_true_m,y_true_m,z_true_m,x_ekf_m,y_ekf_m,z_ekf_m,xy_error_m
11.26,-0.3145,0.394,1.0013,-0.2516,0.4114,1.003,0.0479
11.265,-0.3147,0.3939,1.0012,-0.2517,0.4116,1.0028,0.0482
11.27,-0.315,0.3939,1.0011,-0.2518,0.4114,1.0025,0.0484
11.275,-0.3153,0.3938,1.0009,-0.252,0.4114,1.0027,0.0486
11.28,-0.3155,0.3938,1.0008,-0.2523,0.4114,1.0025,0.0488
11.285,-0.3158,0.3937,1.0007,-0.2525,0.4114,1.0026,0.049
11.29,-0.316,0.3937,1.0006,-0.2528,0.4113,1.0025,0.0493
11.295,-0.3163,0.3936,1.0005,-0.2528,0.4113,1.0024,0.0495
11.3,-0.3165,0.3936,1.0004,-0.253,0.4113,1.0023,0.0497
11.305,-0.3168,0.3935,1.0003,-0.2533,0.4111,1.0022,0.0499
11.31,-0.317,0.3935,1.0002,-0.2534,0.411,1.0018,0.0501
11.315,-0.3173,0.3934,1.0001,-0.2535,0.411,1.0017,0.0503
11.32,-0.3175,0.3934,1.0,-0.2538,0.4109,1.0016,0.0505
11.325,-0.3178,0.3933,0.9999,-0.2539,0.4107,1.0013,0.0507
11.33,-0.318,0.3932,0.9998,-0.254,0.4107,1.0012,0.0509
11.335,-0.3182,0.3932,0.9997,-0.254,0.4107,1.001,0.0511
11.34,-0.3185,0.3931,0.9996,-0.2542,0.4106,1.0012,0.0513
11.345,-0.3187,0.3931,0.9995,-0.2543,0.4105,1.0009,0.0515
11.35,-0.3189,0.393,0.9994,-0.2544,0.4106,1.0008,0.0517
11.355,-0.3192,0.393,0.9993,-0.2545,0.4106,1.0007,0.0519
11.36,-0.3194,0.3929,0.9993,-0.2544,0.4105,1.0006,0.0521
11.365,-0.3196,0.3928,0.9992,-0.2545,0.4104,1.0005,0.0522
11.37,-0.3198,0.3928,0.9991,-0.2547,0.4103,1.0008,0.0524
11.375,-0.32,0.3927,0.9991,-0.255,0.4102,1.0005,0.0526
11.38,-0.3203,0.3927,0.999,-0.255,0.4103,1.0005,0.0528
11.385,-0.3205,0.3926,0.9989,-0.2552,0.4101,1.0001,0.053
11.39,-0.3207,0.3925,0.9989,-0.2553,0.41,1.0,0.0531
11.395,-0.3209,0.3925,0.9989,-0.2554,0.4099,0.9999,0.0533
11.4,-0.3211,0.3924,0.9988,-0.2556,0.4099,0.9997,0.0535
11.405,-0.3213,0.3924,0.9988,-0.2557,0.4097,0.9995,0.0536
11.41,-0.3215,0.3923,0.9987,-0.256,0.4096,0.9995,0.0538
11.415,-0.3217,0.3922,0.9987,-0.2561,0.4096,0.9997,0.054
11.42,-0.3219,0.3922,0.9987,-0.2564,0.4096,0.9994,0.0541
11.425,-0.3221,0.3921,0.9987,-0.2567,0.4094,0.9994,0.0543
11.43,-0.3223,0.392,0.9987,-0.2569,0.4094,0.9993,0.0544
11.435,-0.3224,0.392,0.9987,-0.2569,0.4092,0.999,0.0546
11.44,-0.3226,0.3919,0.9987,-0.257,0.4092,0.9989,0.0547
11.445,-0.3228,0.3918,0.9987,-0.2573,0.4093,0.9987,0.0549
11.45,-0.323,0.3918,0.9987,-0.2575,0.4092,0.9983,0.055
11.455,-0.3232,0.3917,0.9987,-0.2578,0.4094,0.9981,0.0552
11.46,-0.3233,0.3916,0.9987,-0.2579,0.4093,0.9984,0.0553
11.465,-0.3235,0.3916,0.9988,-0.258,0.4094,0.9983,0.0554
11.47,-0.3237,0.3915,0.9988,-0.2582,0.4094,0.9983,0.0556
11.475,-0.3238,0.3914,0.9988,-0.2585,0.4095,0.9984,0.0557
11.48,-0.324,0.3913,0.9989,-0.2587,0.4096,0.9983,0.0558
11.485,-0.3242,0.3913,0.9989,-0.2588,0.4096,0.9985,0.056
11.49,-0.3243,0.3912,0.999,-0.2587,0.4095,0.9984,0.0561
11.495,-0.3245,0.3911,0.999,-0.2586,0.4095,0.9982,0.0562
11.5,-0.3246,0.3911,0.9991,-0.2586,0.4096,0.9981,0.0563
11.505,-0.3248,0.391,0.9991,-0.2588,0.4099,0.9978,0.0565
11.51,-0.3249,0.3909,0.9992,-0.2588,0.4098,0.9978,0.0566
11.515,-0.325,0.3908,0.9993,-0.2588,0.41,0.998,0.0567
11.52,-0.3252,0.3908,0.9994,-0.2588,0.4101,0.9983,0.0568
11.525,-0.3253,0.3907,0.9994,-0.2588,0.4103,0.9983,0.0569
11.53,-0.3255,0.3906,0.9995,-0.2588,0.4105,0.9986,0.057
11.535,-0.3256,0.3905,0.9996,-0.2588,0.4106,0.9987,0.0571
11.54,-0.3257,0.3905,0.9997,-0.2589,0.4106,0.9987,0.0572
11.545,-0.3258,0.3904,0.9997,-0.259,0.4106,0.9985,0.0573
11.55,-0.326,0.3903,0.9998,-0.259,0.4105,0.9986,0.0574
11.555,-0.3261,0.3902,0.9999,-0.2591,0.4105,0.9988,0.0575
11.56,-0.3262,0.3902,1.0,-0.2591,0.4104,0.9987,0.0576
11.565,-0.3263,0.3901,1.0,-0.2592,0.4104,0.9987,0.0577
11.57,-0.3264,0.39,1.0001,-0.2595,0.4105,0.9988,0.0578
11.575,-0.3265,0.3899,1.0002,-0.2594,0.4107,0.9987,0.0579
11.58,-0.3266,0.3899,1.0003,-0.2596,0.4107,0.9987,0.0579
11.585,-0.3267,0.3898,1.0003,-0.2597,0.4108,0.999,0.058
11.59,-0.3268,0.3897,1.0004,-0.2596,0.4108,0.999,0.0581
11.595,-0.3269,0.3896,1.0005,-0.2596,0.4108,0.9991,0.0582
11.6,-0.327,0.3896,1.0005,-0.2596,0.4109,0.9995,0.0582
11.605,-0.3271,0.3895,1.0006,-0.2597,0.4108,0.9996,0.0583
11.61,-0.3272,0.3894,1.0006,-0.2595,0.4107,0.9997,0.0584
11.615,-0.3273,0.3893,1.0007,-0.2595,0.4106,1.0,0.0584
11.62,-0.3274,0.3893,1.0007,-0.2593,0.4105,1.0002,0.0585
11.625,-0.3275,0.3892,1.0008,-0.2593,0.4105,1.0001,0.0586
11.63,-0.3275,0.3891,1.0008,-0.2593,0.4105,1.0003,0.0586
11.635,-0.3276,0.389,1.0008,-0.2595,0.4104,1.0002,0.0587
11.64,-0.3277,0.389,1.0009,-0.2595,0.4104,1.0005,0.0587
11.645,-0.3278,0.3889,1.0009,-0.2598,0.4105,1.0007,0.0588
11.65,-0.3278,0.3888,1.0009,-0.2599,0.4104,1.0005,0.0588
11.655,-0.3279,0.3888,1.0009,-0.2599,0.4105,1.0003,0.0588
11.66,-0.3279,0.3887,1.0009,-0.26,0.4104,1.0001,0.0589
11.665,-0.328,0.3886,1.0009,-0.2598,0.4103,1.0003,0.0589
11.67,-0.328,0.3885,1.0008,-0.2598,0.4101,1.0005,0.0589
11.675,-0.3281,0.3885,1.0008,-0.2597,0.4102,1.0004,0.059
11.68,-0.3281,0.3884,1.0008,-0.2597,0.4101,1.0004,0.059
11.685,-0.3282,0.3883,1.0008,-0.2596,0.4102,1.0002,0.059
11.69,-0.3282,0.3882,1.0007,-0.2599,0.4101,1.0001,0.059
11.695,-0.3283,0.3882,1.0007,-0.2599,0.4101,1.0003,0.0591
11.7,-0.3283,0.3881,1.0006,-0.2601,0.41,1.0004,0.0591
11.705,-0.3283,0.388,1.0005,-0.26,0.4099,1.0007,0.0591
11.71,-0.3284,0.388,1.0005,-0.2601,0.4096,1.0009,0.0591
11.715,-0.3284,0.3879,1.0004,-0.2602,0.4094,1.0009,0.0591
11.72,-0.3284,0.3878,1.0003,-0.2603,0.4094,1.001,0.0591
11.725,-0.3284,0.3878,1.0002,-0.2604,0.4095,1.001,0.0591
11.73,-0.3284,0.3877,1.0002,-0.2606,0.4094,1.001,0.0591
11.735,-0.3285,0.3876,1.0001,-0.2605,0.4093,1.0009,0.0591
11.74,-0.3285,0.3875,1.0,-0.2605,0.4092,1.0012,0.0591
11.745,-0.3285,0.3875,0.9999,-0.2605,0.4091,1.0013,0.0591
11.75,-0.3285,0.3874,0.9997,-0.2606,0.4093,1.0013,0.0591
11.755,-0.3285,0.3873,0.9996,-0.2608,0.4092,1.0012,0.0591
11.76,-0.3285,0.3873,0.9995,-0.2609,0.4092,1.0009,0.0591
11.765,-0.3285,0.3872,0.9994,-0.2612,0.4091,1.0007,0.059
11.77,-0.3285,0.3871,0.9993,-0.2611,0.4089,1.0007,0.059
11.775,-0.3285,0.3871,0.9991,-0.2612,0.4089,1.0006,0.059
11.78,-0.3285,0.387,0.999,-0.2611,0.409,1.0006,0.059
11.785,-0.3284,0.3869,0.9989,-0.2612,0.4091,1.0005,0.0589
11.79,-0.3284,0.3869,0.9987,-0.2613,0.409,1.0004,0.0589
11.795,-0.3284,0.3868,0.9986,-0.2613,0.4091,1.0003,0.0589
11.8,-0.3284,0.3867,0.9984,-0.2613,0.409,1.0001,0.0588
11.805,-0.3284,0.3867,0.9983,-0.2613,0.4091,1.0001,0.0588
11.81,-0.3283,0.3866,0.9981,-0.2614,0.4093,0.9999,0.0588
11.815,-0.3283,0.3865,0.998,-0.2614,0.409,0.9994,0.0587
11.82,-0.3283,0.3865,0.9978,-0.2615,0.4089,0.9992,0.0587
11.825,-0.3282,0.3864,0.9977,-0.2615,0.4091,0.9991,0.0586
11.83,-0.3282,0.3863,0.9975,-0.2613,0.409,0.9993,0.0586
11.835,-0.3281,0.3863,0.9974,-0.2613,0.4092,0.9994,0.0585
11.84,-0.3281,0.3862,0.9973,-0.2612,0.4091,0.9993,0.0585
11.845,-0.3281,0.3861,0.9971,-0.2611,0.4091,0.9991,0.0584
11.85,-0.328,0.3861,0.997,-0.2611,0.409,0.9988,0.0583
11.855,-0.328,0.386,0.9968,-0.261,0.409,0.9989,0.0583
11.86,-0.3279,0.386,0.9967,-0.2611,0.4088,0.9987,0.0582
11.865,-0.3278,0.3859,0.9966,-0.2612,0.4087,0.9984,0.0581
11.87,-0.3278,0.3858,0.9964,-0.2612,0.4084,0.9987,0.0581
11.875,-0.3277,0.3858,0.9963,-0.2613,0.4084,0.9985,0.058
11.88,-0.3277,0.3857,0.9962,-0.2613,0.4084,0.9985,0.0579
11.885,-0.3276,0.3857,0.9961,-0.2612,0.4084,0.998,0.0578
11.89,-0.3275,0.3856,0.996,-0.2611,0.4083,0.9979,0.0578
11.895,-0.3274,0.3855,0.9959,-0.261,0.4084,0.9977,0.0577
11.9,-0.3274,0.3855,0.9958,-0.2611,0.4084,0.9977,0.0576
11.905,-0.3273,0.3854,0.9957,-0.2612,0.4087,0.9976,0.0575
11.91,-0.3272,0.3854,0.9956,-0.2612,0.4087,0.9975,0.0574
11.915,-0.3271,0.3853,0.9955,-0.2612,0.4087,0.9972,0.0573
11.92,-0.3271,0.3852,0.9954,-0.2611,0.4088,0.9973,0.0572
11.925,-0.327,0.3852,0.9954,-0.2609,0.4091,0.9973,0.0571
11.93,-0.3269,0.3851,0.9953,-0.2609,0.4092,0.9966,0.057
11.935,-0.3268,0.3851,0.9953,-0.2608,0.4092,0.9964,0.0569
11.94,-0.3267,0.385,0.9952,-0.2607,0.4092,0.9962,0.0568
11.945,-0.3266,0.385,0.9952,-0.2607,0.4091,0.9957,0.0567
11.95,-0.3265,0.3849,0.9951,-0.2609,0.409,0.9955,0.0566
11.955,-0.3264,0.3849,0.9951,-0.2608,0.409,0.9954,0.0565
11.96,-0.3263,0.3848,0.9951,-0.2608,0.4089,0.9955,0.0564
11.965,-0.3262,0.3847,0.9951,-0.2607,0.4087,0.9954,0.0563
11.97,-0.3261,0.3847,0.9951,-0.2606,0.4087,0.9953,0.0562
11.975,-0.326,0.3846,0.9951,-0.2604,0.4086,0.9955,0.0561
11.98,-0.3259,0.3846,0.9952,-0.2605,0.4086,0.9954,0.0559
11.985,-0.3257,0.3845,0.9952,-0.2604,0.4085,0.9951,0.0558
11.99,-0.3256,0.3845,0.9952,-0.2602,0.4084,0.9949,0.0557
11.995,-0.3255,0.3844,0.9953,-0.2599,0.4085,0.9948,0.0556
12.0,-0.3254,0.3844,0.9953,-0.2598,0.4086,0.9949,0.0554
12.005,-0.3253,0.3843,0.9954,-0.2596,0.4085,0.9949,0.0553
12.01,-0.3251,0.3843,0.9955,-0.2596,0.4084,0.9948,0.0552
12.015,-0.325,0.3843,0.9956,-0.2596,0.4084,0.9944,0.055
12.02,-0.3249,0.3842,0.9957,-0.2596,0.4084,0.9942,0.0549
12.025,-0.3247,0.3842,0.9958,-0.2597,0.4085,0.9942,0.0548
12.03,-0.3246,0.3841,0.9959,-0.2596,0.4087,0.994,0.0546
12.035,-0.3245,0.3841,0.996,-0.2597,0.4086,0.994,0.0545
12.04,-0.3243,0.384,0.9961,-0.2596,0.4086,0.9939,0.0543
12.045,-0.3242,0.384,0.9963,-0.2594,0.4087,0.994,0.0542
12.05,-0.3241,0.3839,0.9964,-0.259,0.4086,0.9942,0.054
12.055,-0.3239,0.3839,0.9966,-0.2586,0.4086,0.9942,0.0539
12.06,-0.3238,0.3838,0.9967,-0.2585,0.4086,0.9944,0.0537
12.065,-0.3236,0.3838,0.9969,-0.2582,0.4087,0.9942,0.0536
12.07,-0.3235,0.3838,0.997,-0.258,0.4086,0.9945,0.0534
12.075,-0.3233,0.3837,0.9972,-0.2579,0.4087,0.9946,0.0533
12.08,-0.3231,0.3837,0.9974,-0.2577,0.4087,0.9949,0.0531
12.085,-0.323,0.3836,0.9976,-0.2576,0.4085,0.9951,0.0529
12.09,-0.3228,0.3836,0.9977,-0.2577,0.4085,0.9954,0.0528
12.095,-0.3227,0.3836,0.9979,-0.2576,0.4084,0.9952,0.0526
12.1,-0.3225,0.3835,0.9981,-0.2574,0.4084,0.9951,0.0524
12.105,-0.3223,0.3835,0.9983,-0.2574,0.4085,0.9954,0.0523
12.11,-0.3222,0.3835,0.9985,-0.2571,0.4086,0.9957,0.0521
12.115,-0.322,0.3834,0.9987,-0.2572,0.4088,0.9959,0.0519
12.12,-0.3218,0.3834,0.9988,-0.2571,0.409,0.9962,0.0517
12.125,-0.3216,0.3833,0.999,-0.257,0.409,0.9961,0.0516
12.13,-0.3215,0.3833,0.9992,-0.2568,0.4091,0.9961,0.0514
12.135,-0.3213,0.3833,0.9994,-0.2567,0.409,0.9962,0.0512
12.14,-0.3211,0.3832,0.9995,-0.2567,0.409,0.9965,0.051
12.145,-0.3209,0.3832,0.9997,-0.2564,0.4089,0.9965,0.0508
12.15,-0.3207,0.3832,0.9999,-0.2563,0.4088,0.9966,0.0507
12.155,-0.3206,0.3832,1.0,-0.256,0.4086,0.9972,0.0505
12.16,-0.3204,0.3831,1.0002,-0.2558,0.4085,0.9973,0.0503
12.165,-0.3202,0.3831,1.0003,-0.2558,0.4084,0.9975,0.0501
12.17,-0.32,0.3831,1.0005,-0.2555,0.4084,0.9976,0.0499
12.175,-0.3198,0.383,1.0006,-0.2553,0.4084,0.9979,0.0497
12.18,-0.3196,0.383,1.0007,-0.2552,0.4082,0.9978,0.0495
12.185,-0.3194,0.383,1.0008,-0.2552,0.4082,0.9977,0.0493
12.19,-0.3192,0.383,1.0009,-0.2552,0.4083,0.9979,0.0491
12.195,-0.319,0.3829,1.001,-0.2551,0.4083,0.9982,0.0489
12.2,-0.3188,0.3829,1.0011,-0.255,0.4086,0.9982,0.0487
12.205,-0.3186,0.3829,1.0012,-0.2549,0.4086,0.9986,0.0485
12.21,-0.3184,0.3829,1.0013,-0.2546,0.4086,0.9989,0.0483
12.215,-0.3182,0.3828,1.0013,-0.2546,0.4088,0.9991,0.0481
12.22,-0.318,0.3828,1.0014,-0.2543,0.4086,0.9992,0.0479
12.225,-0.3178,0.3828,1.0015,-0.2544,0.4086,0.9993,0.0476
12.23,-0.3175,0.3828,1.0015,-0.2541,0.4086,0.9993,0.0474
12.235,-0.3173,0.3827,1.0015,-0.2538,0.4085,0.9997,0.0472
12.24,-0.3171,0.3827,1.0016,-0.2535,0.4084,1.0001,0.047
12.245,-0.3169,0.3827,1.0016,-0.2531,0.4084,1.0002,0.0468
12.25,-0.3167,0.3827,1.0016,-0.2528,0.4083,1.0002,0.0466
12.255,-0.3165,0.3827,1.0016,-0.2525,0.4082,1.0004,0.0463
12.26,-0.3162,0.3827,1.0015,-0.2523,0.4082,1.0005,0.0461
12.265,-0.316,0.3826,1.0015,-0.2519,0.4083,1.0008,0.0459
12.27,-0.3158,0.3826,1.0015,-0.2516,0.4084,1.0009,0.0457
12.275,-0.3156,0.3826,1.0015,-0.2513,0.4083,1.0008,0.0455
12.28,-0.3153,0.3826,1.0014,-0.2512,0.4081,1.001,0.0452
12.285,-0.3151,0.3826,1.0013,-0.251,0.4081,1.0013,0.045
12.29,-0.3149,0.3826,1.0013,-0.2509,0.4081,1.0014,0.0448
12.295,-0.3146,0.3826,1.0012,-0.2509,0.4081,1.0014,0.0445
12.3,-0.3144,0.3826,1.0011,-0.2508,0.4082,1.0014,0.0443
12.305,-0.3142,0.3826,1.001,-0.251,0.4082,1.0015,0.0441
12.31,-0.3139,0.3825,1.0009,-0.2511,0.4083,1.0014,0.0438
12.315,-0.3137,0.3825,1.0008,-0.2511,0.4082,1.0013,0.0436
12.32,-0.3134,0.3825,1.0007,-0.2508,0.4081,1.0013,0.0434
12.325,-0.3132,0.3825,1.0006,-0.2507,0.4081,1.0014,0.0431
12.33,-0.313,0.3825,1.0005,-0.2505,0.4081,1.0018,0.0429
12.335,-0.3127,0.3825,1.0003,-0.2501,0.4081,1.0019,0.0426
12.34,-0.3125,0.3825,1.0002,-0.2498,0.4081,1.0018,0.0424
12.345,-0.3122,0.3825,1.0,-0.2494,0.4079,1.0017,0.0421
12.35,-0.312,0.3825,0.9999,-0.2491,0.4081,1.0017,0.0419
12.355,-0.3117,0.3825,0.9997,-0.2489,0.408,1.0017,0.0417
12.36,-0.3115,0.3825,0.9996,-0.2488,0.4079,1.0016,0.0414
12.365,-0.3112,0.3825,0.9994,-0.2487,0.408,1.0014,0.0412
12.37,-0.3109,0.3825,0.9993,-0.2483,0.408,1.0014,0.0409
12.375,-0.3107,0.3825,0.9991,-0.2482,0.4079,1.0013,0.0407
12.38,-0.3104,0.3825,0.999,-0.2482,0.4079,1.001,0.0404
12.385,-0.3102,0.3825,0.9988,-0.248,0.4079,1.0011,0.0402
12.39,-0.3099,0.3825,0.9986,-0.2478,0.4078,1.0013,0.0399
12.395,-0.3096,0.3825,0.9985,-0.2476,0.4077,1.001,0.0396
12.4,-0.3094,0.3825,0.9983,-0.2475,0.4075,1.0007,0.0394
12.405,-0.3091,0.3825,0.9981,-0.2473,0.4072,1.0005,0.0391
12.41,-0.3089,0.3825,0.998,-0.2471,0.4074,1.0001,0.0389
12.415,-0.3086,0.3825,0.9978,-0.2469,0.4073,0.9999,0.0386
12.42,-0.3083,0.3825,0.9976,-0.2468,0.4071,0.9995,0.0384
12.425,-0.308,0.3825,0.9975,-0.2467,0.4071,0.9994,0.0381
12.43,-0.3078,0.3826,0.9973,-0.2465,0.4072,0.9993,0.0378
12.435,-0.3075,0.3826,0.9972,-0.2463,0.407,0.9991,0.0376
12.44,-0.3072,0.3826,0.997,-0.246,0.407,0.9987,0.0373
12.445,-0.307,0.3826,0.9969,-0.2454,0.4071,0.9985,0.037
12.45,-0.3067,0.3826,0.9967,-0.2451,0.4071,0.9983,0.0368
12.455,-0.3064,0.3826,0.9966,-0.2449,0.4071,0.9984,0.0365
12.46,-0.3061,0.3826,0.9965,-0.2447,0.407,0.9984,0.0362
12.465,-0.3058,0.3826,0.9964,-0.2445,0.4069,0.9982,0.036
12.47,-0.3056,0.3826,0.9962,-0.2442,0.4068,0.9982,0.0357
12.475,-0.3053,0.3827,0.9961,-0.2439,0.4067,0.9981,0.0354
12.48,-0.305,0.3827,0.996,-0.2438,0.4065,0.9981,0.0352
12.485,-0.3047,0.3827,0.996,-0.2436,0.4063,0.9981,0.0349
12.49,-0.3044,0.3827,0.9959,-0.2435,0.4062,0.9982,0.0346
12.495,-0.3041,0.3827,0.9958,-0.2433,0.406,0.9982,0.0343
12.5,-0.3039,0.3827,0.9957,-0.2432,0.406,0.9981,0.0341
12.505,-0.3036,0.3827,0.9957,-0.243,0.406,0.9978,0.0338
12.51,-0.3033,0.3827,0.9956,-0.2428,0.406,0.9975,0.0335
12.515,-0.303,0.3828,0.9956,-0.2425,0.4061,0.9973,0.0332
12.52,-0.3027,0.3828,0.9955,-0.2424,0.4062,0.9969,0.033
12.525,-0.3024,0.3828,0.9955,-0.2422,0.4066,0.9966,0.0327
12.53,-0.3021,0.3828,0.9955,-0.242,0.4067,0.9965,0.0324
12.535,-0.3018,0.3828,0.9955,-0.2419,0.407,0.9963,0.0321
12.54,-0.3015,0.3828,0.9954,-0.2419,0.4071,0.9963,0.0319
12.545,-0.3012,0.3829,0.9954,-0.2418,0.4073,0.9961,0.0316
12.55,-0.3009,0.3829,0.9954,-0.2417,0.4074,0.9961,0.0313
12.555,-0.3006,0.3829,0.9954,-0.2414,0.4074,0.9959,0.031
12.56,-0.3003,0.3829,0.9955,-0.2413,0.4075,0.9962,0.0308
12.565,-0.3,0.3829,0.9955,-0.2411,0.4075,0.9962,0.0305
12.57,-0.2997,0.383,0.9955,-0.2408,0.4076,0.996,0.0302
12.575,-0.2994,0.383,0.9955,-0.2409,0.4076,0.9962,0.0299
12.58,-0.2991,0.383,0.9956,-0.2407,0.4075,0.9962,0.0296
12.585,-0.2988,0.383,0.9956,-0.2407,0.4074,0.9959,0.0294
12.59,-0.2985,0.3831,0.9957,-0.2403,0.4073,0.996,0.0291
12.595,-0.2982,0.3831,0.9957,-0.2401,0.4073,0.996,0.0288
12.6,-0.2979,0.3831,0.9958,-0.2399,0.4072,0.996,0.0285
12.605,-0.2976,0.3831,0.9959,-0.2396,0.4071,0.9959,0.0283
12.61,-0.2973,0.3832,0.9959,-0.2393,0.407,0.9959,0.028
12.615,-0.297,0.3832,0.996,-0.2389,0.407,0.9958,0.0277
12.62,-0.2967,0.3832,0.9961,-0.2386,0.4072,0.996,0.0274
12.625,-0.2964,0.3832,0.9962,-0.2382,0.4073,0.9964,0.0272
12.63,-0.2961,0.3833,0.9962,-0.2379,0.4073,0.9962,0.0269
12.635,-0.2958,0.3833,0.9963,-0.2378,0.4076,0.9963,0.0266
12.64,-0.2955,0.3833,0.9964,-0.2375,0.4077,0.9961,0.0263
12.645,-0.2952,0.3834,0.9965,-0.2374,0.4078,0.9964,0.0261
12.65,-0.2949,0.3834,0.9966,-0.2374,0.4079,0.9964,0.0258
12.655,-0.2946,0.3834,0.9967,-0.2373,0.4078,0.9965,0.0255
12.66,-0.2943,0.3834,0.9967,-0.2373,0.408,0.9965,0.0253
12.665,-0.294,0.3835,0.9968,-0.2372,0.408,0.9963,0.025
12.67,-0.2937,0.3835,0.9969,-0.237,0.4082,0.9964,0.0247
12.675,-0.2934,0.3835,0.997,-0.2368,0.4082,0.9967,0.0245
12.68,-0.2931,0.3836,0.9971,-0.2364,0.4082,0.9968,0.0242
12.685,-0.2928,0.3836,0.9972,-0.2361,0.4083,0.9967,0.0239
12.69,-0.2925,0.3837,0.9972,-0.2359,0.4084,0.9967,0.0237
12.695,-0.2922,0.3837,0.9973,-0.2356,0.4084,0.9969,0.0234
12.7,-0.2919,0.3837,0.9974,-0.2353,0.4084,0.997,0.0232
12.705,-0.2916,0.3838,0.9974,-0.2349,0.4082,0.9973,0.0229
12.71,-0.2913,0.3838,0.9975,-0.2347,0.4083,0.9975,0.0226
12.715,-0.291,0.3838,0.9975,-0.2346,0.4085,0.9976,0.0224
12.72,-0.2907,0.3839,0.9976,-0.2344,0.4085,0.9976,0.0221
12.725,-0.2904,0.3839,0.9977,-0.2341,0.4085,0.9978,0.0219
12.73,-0.2901,0.384,0.9977,-0.2339,0.4085,0.9976,0.0216
12.735,-0.2898,0.384,0.9977,-0.2338,0.4086,0.9977,0.0214
12.74,-0.2895,0.384,0.9978,-0.2337,0.4089,0.9976,0.0211
12.745,-0.2892,0.3841,0.9978,-0.2336,0.409,0.9975,0.0209
12.75,-0.2889,0.3841,0.9978,-0.2335,0.4091,0.9979,0.0207
12.755,-0.2886,0.3842,0.9978,-0.2336,0.4092,0.998,0.0204
12.76,-0.2883,0.3842,0.9978,-0.2335,0.4091,0.9978,0.0202
12.765,-0.288,0.3843,0.9978,-0.2333,0.4091,0.9977,0.02
12.77,-0.2877,0.3843,0.9978,-0.2331,0.4091,0.9978,0.0197
12.775,-0.2874,0.3843,0.9978,-0.2329,0.409,0.9978,0.0195
12.78,-0.2871,0.3844,0.9978,-0.2327,0.409,0.9981,0.0193
12.785,-0.2868,0.3844,0.9978,-0.2325,0.4089,0.9982,0.019
12.79,-0.2865,0.3845,0.9978,-0.2324,0.4088,0.9981,0.0188
12.795,-0.2862,0.3845,0.9978,-0.2323,0.4088,0.9979,0.0186
12.8,-0.2859,0.3846,0.9977,-0.232,0.4087,0.9979,0.0184
12.805,-0.2856,0.3846,0.9977,-0.2319,0.4086,0.9979,0.0182
12.81,-0.2853,0.3847,0.9977,-0.2316,0.4086,0.9978,0.018
12.815,-0.285,0.3847,0.9976,-0.2315,0.4086,0.9977,0.0178
12.82,-0.2847,0.3848,0.9976,-0.2313,0.4085,0.9977,0.0176
12.825,-0.2844,0.3848,0.9975,-0.231,0.4087,0.9978,0.0174
12.83,-0.2841,0.3849,0.9975,-0.2309,0.4088,0.9978,0.0172
12.835,-0.2838,0.3849,0.9974,-0.2309,0.4091,0.9976,0.017
12.84,-0.2835,0.385,0.9974,-0.2308,0.4092,0.9977,0.0168
12.845,-0.2832,0.3851,0.9973,-0.2308,0.4095,0.9977,0.0166
12.85,-0.2829,0.3851,0.9973,-0.2306,0.4095,0.9978,0.0165
12.855,-0.2826,0.3852,0.9972,-0.2305,0.4096,0.9981,0.0163
12.86,-0.2824,0.3852,0.9971,-0.2303,0.4096,0.9981,0.0161
12.865,-0.2821,0.3853,0.9971,-0.2301,0.4098,0.9979,0.016
12.87,-0.2818,0.3853,0.997,-0.2299,0.4099,0.9981,0.0158
12.875,-0.2815,0.3854,0.9969,-0.2296,0.4099,0.9983,0.0157
12.88,-0.2812,0.3854,0.9969,-0.2295,0.41,0.9982,0.0155
12.885,-0.2809,0.3855,0.9968,-0.2294,0.4101,0.9981,0.0154
12.89,-0.2806,0.3856,0.9967,-0.2292,0.4102,0.9983,0.0152
12.895,-0.2804,0.3856,0.9967,-0.2291,0.4102,0.9985,0.0151
12.9,-0.2801,0.3857,0.9966,-0.229,0.4103,0.9982,0.015
12.905,-0.2798,0.3857,0.9965,-0.2289,0.4104,0.9983,0.0148
12.91,-0.2795,0.3858,0.9965,-0.2287,0.4105,0.9982,0.0147
12.915,-0.2792,0.3859,0.9964,-0.2286,0.4107,0.998,0.0146
12.92,-0.279,0.3859,0.9963,-0.2285,0.4107,0.9977,0.0145
12.925,-0.2787,0.386,0.9962,-0.2285,0.411,0.9978,0.0144
12.93,-0.2784,0.386,0.9962,-0.2284,0.411,0.9978,0.0143
12.935,-0.2781,0.3861,0.9961,-0.2282,0.4108,0.9978,0.0142
12.94,-0.2779,0.3862,0.996,-0.2282,0.4108,0.9977,0.0142
12.945,-0.2776,0.3862,0.996,-0.2281,0.4108,0.9976,0.0141
12.95,-0.2773,0.3863,0.9959,-0.228,0.4107,0.9977,0.014
12.955,-0.2771,0.3864,0.9958,-0.2275,0.4107,0.9978,0.014
12.96,-0.2768,0.3864,0.9958,-0.2274,0.4108,0.9978,0.0139
12.965,-0.2765,0.3865,0.9957,-0.2271,0.4108,0.9977,0.0139
12.97,-0.2763,0.3866,0.9957,-0.2269,0.4108,0.9977,0.0138
12.975,-0.276,0.3866,0.9956,-0.2268,0.4111,0.9974,0.0138
12.98,-0.2757,0.3867,0.9955,-0.2268,0.411,0.9977,0.0138
