t_s,z_true_m,z_ekf_m,z_setpoint_m,vz_m_s
23.185,1.6009,1.6,1.6,-0.0029
23.19,1.601,1.6001,1.6,-0.0017
23.195,1.6011,1.6,1.6,-0.0013
23.2,1.6012,1.6,1.6,-0.0006
23.205,1.6013,1.5998,1.6,-0.0002
23.21,1.6014,1.5998,1.6,0.0003
23.215,1.6015,1.5998,1.6,0.0011
23.22,1.6016,1.5995,1.6,0.0008
23.225,1.6017,1.5994,1.6,0.001
23.23,1.6018,1.5995,1.6,0.0021
23.235,1.6019,1.5995,1.6,0.0027
23.24,1.602,1.5999,1.6,0.0043
23.245,1.6021,1.5998,1.6,0.0045
23.25,1.6022,1.5997,1.6,0.0046
23.255,1.6023,1.6001,1.6,0.0061
23.26,1.6024,1.6003,1.6,0.0071
23.265,1.6025,1.6004,1.6,0.0075
23.27,1.6026,1.6006,1.6,0.0082
23.275,1.6027,1.6004,1.6,0.0076
23.28,1.6028,1.6006,1.6,0.0085
23.285,1.6029,1.6005,1.6,0.0084
23.29,1.6029,1.6007,1.6,0.0089
23.295,1.603,1.6005,1.6,0.0083
23.3,1.6031,1.6007,1.6,0.0088
23.305,1.6032,1.6008,1.6,0.0089
23.31,1.6033,1.6007,1.6,0.0085
23.315,1.6034,1.6006,1.6,0.008
23.32,1.6034,1.6009,1.6,0.0086
23.325,1.6035,1.6009,1.6,0.0084
23.33,1.6036,1.6008,1.6,0.008
23.335,1.6036,1.6009,1.6,0.0081
23.34,1.6037,1.601,1.6,0.0082
23.345,1.6038,1.6011,1.6,0.0083
23.35,1.6038,1.6013,1.6,0.0084
23.355,1.6039,1.6015,1.6,0.0088
23.36,1.6039,1.6017,1.6,0.0089
23.365,1.604,1.6021,1.6,0.0095
23.37,1.604,1.6023,1.6,0.0093
23.375,1.6041,1.6023,1.6,0.0087
23.38,1.6041,1.6023,1.6,0.0082
23.385,1.6041,1.6024,1.6,0.0078
23.39,1.6041,1.6025,1.6,0.0074
23.395,1.6042,1.6027,1.6,0.0073
23.4,1.6042,1.6026,1.6,0.0066
23.405,1.6042,1.6027,1.6,0.0063
23.41,1.6042,1.603,1.6,0.0063
23.415,1.6042,1.603,1.6,0.0055
23.42,1.6042,1.6032,1.6,0.0055
23.425,1.6042,1.6032,1.6,0.0046
23.43,1.6042,1.603,1.6,0.0032
23.435,1.6042,1.6031,1.6,0.0027
23.44,1.6041,1.6033,1.6,0.0025
23.445,1.6041,1.6038,1.6,0.003
23.45,1.6041,1.6038,1.6,0.0021
23.455,1.604,1.6036,1.6,0.0008
23.46,1.604,1.6037,1.6,0.0
23.465,1.604,1.6038,1.6,-0.0003
23.47,1.6039,1.6039,1.6,-0.0011
23.475,1.6039,1.6038,1.6,-0.0022
23.48,1.6038,1.6038,1.6,-0.0029
23.485,1.6038,1.6038,1.6,-0.0034
23.49,1.6037,1.6039,1.6,-0.0038
23.495,1.6037,1.604,1.6,-0.0042
23.5,1.6036,1.6038,1.6,-0.0053
23.505,1.6036,1.6039,1.6,-0.0054
23.51,1.6035,1.604,1.6,-0.0057
23.515,1.6035,1.6039,1.6,-0.0066
23.52,1.6034,1.6039,1.6,-0.0069
23.525,1.6034,1.6038,1.6,-0.0077
23.53,1.6033,1.6037,1.6,-0.008
23.535,1.6032,1.6038,1.6,-0.0081
23.54,1.6032,1.6038,1.6,-0.0082
23.545,1.6031,1.6038,1.6,-0.0082
23.55,1.6031,1.6036,1.6,-0.0089
23.555,1.603,1.6036,1.6,-0.0088
23.56,1.603,1.6035,1.6,-0.0095
23.565,1.6029,1.6034,1.6,-0.0097
23.57,1.6028,1.6032,1.6,-0.0104
23.575,1.6028,1.6031,1.6,-0.0107
23.58,1.6027,1.6028,1.6,-0.0117
23.585,1.6027,1.6029,1.6,-0.0115
23.59,1.6026,1.6026,1.6,-0.0122
23.595,1.6026,1.6028,1.6,-0.0115
23.6,1.6026,1.6029,1.6,-0.0114
23.605,1.6025,1.6028,1.6,-0.0115
23.61,1.6025,1.6023,1.6,-0.0128
23.615,1.6024,1.6022,1.6,-0.0129
23.62,1.6024,1.6018,1.6,-0.014
23.625,1.6024,1.6017,1.6,-0.0139
23.63,1.6024,1.602,1.6,-0.0128
23.635,1.6023,1.6019,1.6,-0.0128
23.64,1.6023,1.6018,1.6,-0.013
23.645,1.6023,1.6014,1.6,-0.0139
23.65,1.6023,1.6015,1.6,-0.0131
23.655,1.6023,1.6014,1.6,-0.013
23.66,1.6023,1.6012,1.6,-0.0132
23.665,1.6023,1.6011,1.6,-0.0128
23.67,1.6023,1.6011,1.6,-0.0123
23.675,1.6023,1.6011,1.6,-0.0118
23.68,1.6024,1.6008,1.6,-0.0121
23.685,1.6024,1.6005,1.6,-0.0123
23.69,1.6024,1.6007,1.6,-0.0113
23.695,1.6025,1.6009,1.6,-0.0098
23.7,1.6025,1.6009,1.6,-0.0091
23.705,1.6026,1.601,1.6,-0.0081
23.71,1.6026,1.6009,1.6,-0.0078
23.715,1.6027,1.601,1.6,-0.0065
23.72,1.6027,1.6013,1.6,-0.0049
23.725,1.6028,1.601,1.6,-0.0052
23.73,1.6029,1.601,1.6,-0.0043
23.735,1.6029,1.6009,1.6,-0.0039
23.74,1.603,1.6012,1.6,-0.002
23.745,1.6031,1.6017,1.6,0.0001
23.75,1.6032,1.6017,1.6,0.0008
23.755,1.6033,1.6017,1.6,0.0011
23.76,1.6033,1.602,1.6,0.0026
23.765,1.6034,1.6019,1.6,0.0029
23.77,1.6035,1.6021,1.6,0.0037
23.775,1.6036,1.6021,1.6,0.0042
23.78,1.6037,1.6024,1.6,0.0056
23.785,1.6038,1.6024,1.6,0.006
23.79,1.6038,1.6025,1.6,0.0064
23.795,1.6039,1.6023,1.6,0.0061
23.8,1.604,1.6024,1.6,0.0067
23.805,1.6041,1.6024,1.6,0.0069
23.81,1.6041,1.6026,1.6,0.0076
23.815,1.6042,1.6029,1.6,0.0088
23.82,1.6043,1.6032,1.6,0.0095
23.825,1.6043,1.6031,1.6,0.0093
23.83,1.6044,1.6033,1.6,0.01
23.835,1.6044,1.6035,1.6,0.0106
23.84,1.6045,1.6033,1.6,0.0099
23.845,1.6045,1.6031,1.6,0.0091
23.85,1.6046,1.6031,1.6,0.0087
23.855,1.6046,1.6031,1.6,0.0087
23.86,1.6046,1.6034,1.6,0.0095
23.865,1.6046,1.6033,1.6,0.0087
23.87,1.6047,1.6034,1.6,0.0088
23.875,1.6047,1.6038,1.6,0.0096
23.88,1.6047,1.6039,1.6,0.0097
23.885,1.6047,1.6038,1.6,0.0089
23.89,1.6047,1.604,1.6,0.0092
23.895,1.6046,1.6044,1.6,0.0098
23.9,1.6046,1.6045,1.6,0.0097
23.905,1.6046,1.6044,1.6,0.0086
23.91,1.6046,1.6045,1.6,0.0083
23.915,1.6045,1.6043,1.6,0.0071
23.92,1.6045,1.6042,1.6,0.0062
23.925,1.6044,1.6041,1.6,0.0052
23.93,1.6044,1.604,1.6,0.0042
23.935,1.6043,1.6042,1.6,0.0042
23.94,1.6042,1.6042,1.6,0.0033
23.945,1.6042,1.6042,1.6,0.0026
23.95,1.6041,1.6041,1.6,0.0016
23.955,1.604,1.6038,1.6,-0.0002
23.96,1.6039,1.6038,1.6,-0.0012
23.965,1.6038,1.6038,1.6,-0.0019
23.97,1.6037,1.6035,1.6,-0.0035
23.975,1.6036,1.6037,1.6,-0.0036
23.98,1.6035,1.6035,1.6,-0.0051
23.985,1.6034,1.6036,1.6,-0.0056
23.99,1.6033,1.6035,1.6,-0.0064
23.995,1.6032,1.6036,1.6,-0.0067
24.0,1.6031,1.6035,1.6,-0.0075
24.005,1.603,1.6034,1.6,-0.0086
24.01,1.6029,1.6032,1.6,-0.0099
24.015,1.6028,1.6031,1.6,-0.0107
24.02,1.6027,1.6034,1.6,-0.0106
24.025,1.6025,1.6031,1.6,-0.012
24.03,1.6024,1.6029,1.6,-0.0132
24.035,1.6023,1.6027,1.6,-0.0141
24.04,1.6022,1.6028,1.6,-0.0138
24.045,1.6021,1.6028,1.6,-0.0142
24.05,1.602,1.6027,1.6,-0.0147
24.055,1.6019,1.6027,1.6,-0.0146
24.06,1.6018,1.6027,1.6,-0.0145
24.065,1.6017,1.6027,1.6,-0.0147
24.07,1.6016,1.6026,1.6,-0.0148
24.075,1.6016,1.6025,1.6,-0.0151
24.08,1.6015,1.6028,1.6,-0.0141
24.085,1.6014,1.6027,1.6,-0.0141
24.09,1.6013,1.6027,1.6,-0.0139
24.095,1.6013,1.6024,1.6,-0.0145
24.1,1.6012,1.6024,1.6,-0.0142
24.105,1.6012,1.6024,1.6,-0.0136
24.11,1.6011,1.6025,1.6,-0.013
24.115,1.6011,1.6022,1.6,-0.0133
24.12,1.601,1.6024,1.6,-0.0122
24.125,1.601,1.6024,1.6,-0.0115
24.13,1.6009,1.6022,1.6,-0.0115
24.135,1.6009,1.6023,1.6,-0.0107
24.14,1.6009,1.6022,1.6,-0.0102
24.145,1.6009,1.6021,1.6,-0.01
24.15,1.6008,1.6021,1.6,-0.0095
24.155,1.6008,1.6019,1.6,-0.0093
24.16,1.6008,1.6019,1.6,-0.0088
24.165,1.6008,1.6021,1.6,-0.0077
24.17,1.6008,1.6021,1.6,-0.0071
24.175,1.6008,1.6021,1.6,-0.0068
24.18,1.6008,1.6018,1.6,-0.0071
24.185,1.6008,1.6018,1.6,-0.0067
24.19,1.6008,1.6016,1.6,-0.0066
24.195,1.6008,1.6017,1.6,-0.006
24.2,1.6008,1.6017,1.6,-0.0057
24.205,1.6009,1.6017,1.6,-0.0052
24.21,1.6009,1.6012,1.6,-0.0063
24.215,1.6009,1.6012,1.6,-0.0057
24.22,1.6009,1.6012,1.6,-0.0052
24.225,1.6009,1.6012,1.6,-0.005
24.23,1.601,1.601,1.6,-0.0054
24.235,1.601,1.601,1.6,-0.005
24.24,1.601,1.6008,1.6,-0.0051
24.245,1.601,1.6009,1.6,-0.0048
24.25,1.6011,1.6008,1.6,-0.0048
24.255,1.6011,1.601,1.6,-0.0041
24.26,1.6011,1.601,1.6,-0.0037
24.265,1.6012,1.6011,1.6,-0.0033
24.27,1.6012,1.601,1.6,-0.0036
24.275,1.6012,1.6011,1.6,-0.0034
24.28,1.6013,1.6013,1.6,-0.0025
24.285,1.6013,1.6013,1.6,-0.0025
24.29,1.6014,1.6014,1.6,-0.0022
24.295,1.6014,1.6013,1.6,-0.0024
24.3,1.6014,1.6011,1.6,-0.0028
24.305,1.6015,1.6012,1.6,-0.0026
24.31,1.6015,1.6012,1.6,-0.0027
24.315,1.6016,1.6009,1.6,-0.0035
24.32,1.6016,1.601,1.6,-0.003
24.325,1.6017,1.601,1.6,-0.0027
24.33,1.6017,1.6009,1.6,-0.003
24.335,1.6017,1.6008,1.6,-0.0033
24.34,1.6018,1.6007,1.6,-0.0034
24.345,1.6018,1.6007,1.6,-0.0036
24.35,1.6019,1.6006,1.6,-0.0036
24.355,1.6019,1.6009,1.6,-0.0026
24.36,1.602,1.601,1.6,-0.0023
24.365,1.602,1.6011,1.6,-0.0018
24.37,1.602,1.6009,1.6,-0.0026
24.375,1.6021,1.6012,1.6,-0.0017
24.38,1.6021,1.6011,1.6,-0.0019
24.385,1.6022,1.6012,1.6,-0.0016
24.39,1.6022,1.601,1.6,-0.0022
24.395,1.6023,1.6009,1.6,-0.0025
24.4,1.6023,1.6011,1.6,-0.0018
24.405,1.6024,1.601,1.6,-0.0019
24.41,1.6024,1.6009,1.6,-0.0019
24.415,1.6025,1.6011,1.6,-0.0014
24.42,1.6025,1.6012,1.6,-0.0007
24.425,1.6025,1.6011,1.6,-0.0011
24.43,1.6026,1.6013,1.6,-0.0003
24.435,1.6026,1.6014,1.6,-0.0
24.44,1.6027,1.6012,1.6,-0.0005
24.445,1.6027,1.601,1.6,-0.0011
24.45,1.6028,1.601,1.6,-0.001
24.455,1.6028,1.601,1.6,-0.0007
24.46,1.6029,1.601,1.6,-0.0008
24.465,1.6029,1.6014,1.6,0.0007
24.47,1.6029,1.6014,1.6,0.0009
24.475,1.603,1.6016,1.6,0.0014
24.48,1.603,1.602,1.6,0.003
24.485,1.6031,1.602,1.6,0.0028
24.49,1.6031,1.602,1.6,0.0031
24.495,1.6031,1.6022,1.6,0.0035
24.5,1.6032,1.6023,1.6,0.0041
24.505,1.6032,1.6022,1.6,0.0035
24.51,1.6032,1.602,1.6,0.0029
24.515,1.6033,1.6021,1.6,0.003
24.52,1.6033,1.602,1.6,0.0025
24.525,1.6033,1.6024,1.6,0.0035
24.53,1.6033,1.6028,1.6,0.0042
24.535,1.6034,1.6027,1.6,0.0035
24.54,1.6034,1.6029,1.6,0.0037
24.545,1.6034,1.6031,1.6,0.0038
24.55,1.6034,1.6031,1.6,0.0036
24.555,1.6034,1.603,1.6,0.0027
24.56,1.6034,1.6031,1.6,0.0028
24.565,1.6034,1.6033,1.6,0.0028
24.57,1.6034,1.6035,1.6,0.003
24.575,1.6034,1.6034,1.6,0.0023
24.58,1.6034,1.6033,1.6,0.0016
24.585,1.6034,1.6035,1.6,0.0017
24.59,1.6034,1.6035,1.6,0.0012
24.595,1.6034,1.6034,1.6,0.0004
24.6,1.6033,1.6033,1.6,-0.0004
24.605,1.6033,1.6033,1.6,-0.0009
24.61,1.6033,1.6033,1.6,-0.0012
24.615,1.6033,1.6033,1.6,-0.0015
24.62,1.6032,1.6032,1.6,-0.0021
24.625,1.6032,1.6031,1.6,-0.0028
24.63,1.6032,1.603,1.6,-0.0036
24.635,1.6031,1.603,1.6,-0.0036
24.64,1.6031,1.6029,1.6,-0.0041
24.645,1.6031,1.6027,1.6,-0.005
24.65,1.603,1.6028,1.6,-0.0049
24.655,1.603,1.6029,1.6,-0.0047
24.66,1.6029,1.6027,1.6,-0.0055
24.665,1.6029,1.6026,1.6,-0.0059
24.67,1.6028,1.6024,1.6,-0.0064
24.675,1.6028,1.6024,1.6,-0.0067
24.68,1.6028,1.6023,1.6,-0.0071
24.685,1.6027,1.6023,1.6,-0.0068
24.69,1.6027,1.6024,1.6,-0.0065
24.695,1.6026,1.6024,1.6,-0.0064
24.7,1.6026,1.6025,1.6,-0.0062
24.705,1.6025,1.6024,1.6,-0.0062
24.71,1.6025,1.6024,1.6,-0.0061
24.715,1.6024,1.6024,1.6,-0.0059
24.72,1.6024,1.6023,1.6,-0.0062
24.725,1.6023,1.6023,1.6,-0.006
24.73,1.6023,1.6022,1.6,-0.0063
24.735,1.6023,1.6024,1.6,-0.0054
24.74,1.6022,1.6024,1.6,-0.0054
24.745,1.6022,1.6025,1.6,-0.0051
24.75,1.6021,1.6025,1.6,-0.0048
24.755,1.6021,1.6023,1.6,-0.0054
24.76,1.6021,1.6024,1.6,-0.005
24.765,1.602,1.6027,1.6,-0.004
24.77,1.602,1.6023,1.6,-0.005
24.775,1.6019,1.6023,1.6,-0.0048
24.78,1.6019,1.6025,1.6,-0.0041
24.785,1.6019,1.6023,1.6,-0.0048
24.79,1.6018,1.6023,1.6,-0.0047
24.795,1.6018,1.6023,1.6,-0.0048
24.8,1.6017,1.6023,1.6,-0.0045
24.805,1.6017,1.6023,1.6,-0.0048
24.81,1.6017,1.6023,1.6,-0.0046
24.815,1.6016,1.6025,1.6,-0.0042
24.82,1.6016,1.6023,1.6,-0.005
24.825,1.6016,1.6022,1.6,-0.0054
24.83,1.6015,1.6021,1.6,-0.0059
24.835,1.6015,1.6023,1.6,-0.0056
24.84,1.6015,1.6021,1.6,-0.0062
24.845,1.6014,1.6021,1.6,-0.0063
24.85,1.6014,1.6021,1.6,-0.0062
24.855,1.6013,1.6022,1.6,-0.0061
24.86,1.6013,1.6021,1.6,-0.0064
24.865,1.6013,1.602,1.6,-0.0069
24.87,1.6012,1.6018,1.6,-0.0076
24.875,1.6012,1.6017,1.6,-0.0079
24.88,1.6012,1.6017,1.6,-0.0079
24.885,1.6011,1.6016,1.6,-0.0081
24.89,1.6011,1.6014,1.6,-0.0088
24.895,1.6011,1.6011,1.6,-0.0096
24.9,1.6011,1.6012,1.6,-0.0093
24.905,1.601,1.6009,1.6,-0.0099
24.91,1.601,1.6009,1.6,-0.0098
24.915,1.601,1.6007,1.6,-0.0102
24.92,1.601,1.6007,1.6,-0.0102
24.925,1.601,1.6004,1.6,-0.0107
24.93,1.601,1.6001,1.6,-0.0113
24.935,1.601,1.6001,1.6,-0.0111
24.94,1.601,1.6001,1.6,-0.0107
24.945,1.601,1.6,1.6,-0.0106
24.95,1.601,1.6002,1.6,-0.0098
24.955,1.601,1.6001,1.6,-0.0098
24.96,1.601,1.6004,1.6,-0.0086
24.965,1.601,1.6002,1.6,-0.0086
24.97,1.601,1.6001,1.6,-0.0087
24.975,1.6011,1.6003,1.6,-0.0076
24.98,1.6011,1.6004,1.6,-0.0071
24.985,1.6011,1.6004,1.6,-0.0065
24.99,1.6011,1.6005,1.6,-0.0058
24.995,1.6012,1.6006,1.6,-0.0047
